goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position
0,0,0,7,36.84,0,0,1,50,1,,77.08,7,30.43,161,5,1,5,12,0,0,0,0,0,0,0,0,0,0,9,0,37,3,0,0,0,0,0,0,5,0,5,1,2,0,0,1,,0,0,0,Juanmi,Southampton,96369,45,FW
0,1,0,1,25,0,0,1,100,0,,42.86,1,25,17,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,Tyler Roberts,West Bromwich Albion,796144,8,FW
0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Will Keane,Manchester United,98431,35,FW
0,0,0,2,66.67,0,0,1,100,1,,72.73,2,66.67,22,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,8,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,Andrej Kramarić,Leicester City,67647,31,FW
0,0,0,1,100,0,0,0,0,0,,80,1,100,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,100,0,0,0,0,1,0,0,0,0,0,,0,0,0,Gary Hooper,Norwich City,17944,263,FW
0,0,0,3,30,0,0,0,0,3,,90.91,3,30,38,0,3,2,3,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0,0,0,Tokelo Rantie,Bournemouth,238138,60,FW
0,0,0,7,28,11,34.38,0,0,1,,55.68,18,31.58,358,6,8,6,10,0,0,0,0,0,0,0,0,0,0,18,0,49,0,0,0,3,50,5,6,3,1,4,2,0,0,0,1,,0,0,0,Danny Graham,Sunderland,827,41,FW
2,2,0,76,37.25,8,33.33,28,47.46,13,,80.84,84,36.84,1474,35,20,69,29,0,0,0,0,0,0,0,0,0,0,258,1,519,12,15,16.85,24,66.67,10,8,11,5,57,17,18,3.51,2,8,,1,0,0,Memphis Depay,Manchester United,138833,35,FW
0,1,0,37,57.81,0,0,25,60.98,1,1,80,37,56.06,184,11,4,7,10,0,0,0,0,0,0,0,0,0,0,7,0,24,1,2,9.52,2,66.67,0,0,0,0,2,0,1,0,0,0,,0,0,0,Adama Traoré,Aston Villa,286165,40,FW
0,1,0,34,47.89,2,18.18,11,35.48,8,,68.6,36,43.9,420,15,5,7,13,0,0,0,0,0,0,0,0,0,0,42,1,118,5,5,10.64,3,16.67,7,2,5,0,8,1,3,0,0,2,,0,0,0,Florian Thauvin,Newcastle United,148824,39,FW
0,0,0,24,42.86,0,0,11,61.11,9,1,85.42,24,41.38,271,4,7,14,5,0,0,0,0,0,0,0,0,0,0,20,1,41,2,0,0,0,0,4,3,5,0,0,0,0,0,0,1,,0,0,0,Jonathan Leko,West Bromwich Albion,817559,8,FW
0,1,0,8,26.67,7,35,3,42.86,3,,75,15,30,360,2,8,9,11,0,0,0,0,0,0,0,0,0,0,23,0,57,1,0,0,1,50,4,2,2,2,4,1,0,0,0,6,,0,0,0,Fraizer Campbell,Crystal Palace,27771,7,FW
0,0,0,0,0,0,0,0,0,0,,100,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,Kyle Lafferty,Norwich City,14901,263,FW
0,0,0,1,20,0,0,0,0,1,,71.43,1,20,66,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,,0,0,0,Marvin Emnes,Swansea City,14212,74,FW
0,0,0,1,14.29,1,100,1,50,0,,70,2,25,53,0,2,3,2,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,,0,0,0,Tammy Abraham,Chelsea,610766,38,FW
0,0,0,0,0,0,0,0,0,0,,66.67,0,0,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,Ivan Toney,Newcastle United,290927,39,FW
0,0,0,3,33.33,2,66.67,0,0,2,,71.43,5,41.67,64,1,2,0,4,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,,0,0,0,Víctor Ibarbo,Watford,156916,24,FW
0,0,0,1,100,0,0,0,0,0,,0,1,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Rushian Hepburn-Murphy,Aston Villa,792121,40,FW
0,0,0,0,0,1,50,0,0,0,,66.67,1,50,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Obbi Oulare,Watford,604168,24,FW
0,0,0,0,0,0,0,0,0,0,,46.15,0,0,180,0,0,0,2,2,2,0,4,0,0,2,1,1,1,0,0,18,0,0,0,11,34.38,0,2,0,0,0,0,0,0,0,0,,1,0,0,Ádám Bogdán,Liverpool,39316,44,FW
9,3,0,130,48.51,2,16.67,67,56.78,24,12,80.14,132,47.14,2571,39,13,51,30,0,0,0,0,0,0,0,0,0,0,461,16,1017,119,95,32.76,76,60.8,23,2,25,1,69,28,18,13.04,2,3,,1,0,0,Dimitri Payet,West Ham United,14216,37,MF
6,4,0,123,44.09,3,16.67,46,56.79,35,19,86.29,126,42.42,3047,43,20,60,35,0,0,0,0,0,0,0,0,0,0,1018,28,1964,147,93,40.79,53,63.86,22,10,42,8,47,20,17,12.77,3,15,,0,0,1,Mesut Özil,Arsenal,16176,42,MF
0,2,1,79,54.11,1,14.29,37,80.43,28,3,90.24,80,52.29,1292,14,13,20,15,0,0,0,0,0,0,0,0,0,0,418,7,1109,39,15,25.42,53,65.43,26,15,27,1,24,8,6,0,0,2,,0,1,1,Santi Cazorla,Arsenal,17651,42,MF
8,2,1,111,45.68,5,17.86,49,59.76,35,5,78.94,116,42.8,2003,29,10,56,26,0,0,0,0,0,0,0,0,0,0,482,9,862,52,10,17.54,58,79.45,17,7,34,3,111,30,43,7.21,3,5,,0,0,2,Philippe Coutinho,Liverpool,119159,44,MF
3,3,0,218,63.01,31,52.54,83,92.22,104,1,89.99,249,61.48,2273,32,48,63,29,0,0,0,0,0,0,0,0,0,0,283,0,1240,28,1,25,40,71.43,56,33,13,1,22,9,6,13.64,0,2,,0,0,0,Mousa Dembélé,Tottenham Hotspur,9865,33,MF
6,2,0,99,42.49,17,35.42,35,53.03,47,13,81.16,116,41.28,2938,17,13,64,35,0,0,0,0,0,0,0,0,0,0,629,13,1495,116,41,22.53,77,59.69,34,25,26,2,100,42,23,6,4,0,,0,2,1,Christian Eriksen,Tottenham Hotspur,105734,33,MF
5,5,0,168,51.38,22,53.66,23,54.76,103,7,83.95,190,51.63,2896,42,38,30,37,0,0,0,0,0,0,0,0,0,0,895,13,2375,69,23,21.9,184,61.33,23,19,75,1,45,19,12,11.11,0,4,,0,1,2,Cesc Fàbregas,Chelsea,518,38,MF
1,3,0,239,59.9,38,40,47,58.02,175,4,81.64,277,56.07,3020,17,43,27,37,0,0,0,0,0,0,0,0,0,0,332,3,1183,31,5,29.41,63,55.75,156,57,58,0,21,5,3,4.76,0,0,,0,2,1,N'Golo Kanté,Leicester City,234148,31,MF
17,1,0,267,49.08,35,35,131,56.47,53,11,73.6,302,46.89,3052,83,19,88,37,0,0,0,0,0,0,0,0,0,0,353,20,761,69,32,28.07,53,53.54,38,14,70,5,86,39,25,19.77,2,4,,0,0,1,Riyad Mahrez,Leicester City,158213,31,MF
6,3,0,127,49.61,28,45.9,58,78.38,43,5,86.45,155,48.9,2331,26,27,46,32,0,0,0,0,0,0,0,0,0,0,490,5,1589,45,3,25,108,68.35,25,35,42,4,77,23,27,7.79,1,2,,0,1,1,Yaya Touré,Manchester City,14468,17,MF
5,7,0,156,50.98,8,40,9,42.86,107,1,82.66,164,50.31,2703,40,38,37,33,0,0,0,0,0,0,0,0,0,0,252,2,1049,52,43,30.07,95,57.93,120,17,63,3,67,21,20,7.46,2,0,,0,2,2,Yohan Cabaye,Crystal Palace,3574,7,MF
0,10,0,264,60.55,31,53.45,69,63.3,144,1,85.55,295,59.72,3075,51,68,36,35,0,0,0,0,0,0,0,0,0,0,411,0,1599,28,3,20,94,65.28,141,30,32,0,30,4,10,0,0,1,,1,1,0,Idrissa Gueye,Aston Villa,106337,40,MF
2,1,0,53,54.08,21,67.74,8,57.14,41,3,79.13,74,57.36,1293,8,10,12,17,0,0,0,0,0,0,0,0,0,0,261,1,743,19,12,25.53,79,54.11,22,17,17,0,26,6,11,7.69,1,3,,0,0,1,Jordan Henderson,Liverpool,42694,44,MF
7,2,0,82,39.61,12,29.27,36,58.06,28,9,78.26,94,37.9,2003,18,16,35,25,0,0,0,0,0,0,0,0,0,0,484,8,882,82,49,27.07,48,67.61,18,13,48,2,49,25,10,14.29,1,8,,1,0,1,Kevin De Bruyne,Manchester City,70996,17,MF
8,4,0,221,52.87,29,48.33,116,63.39,34,8,85.96,250,52.3,3085,71,29,76,38,0,0,0,0,0,0,0,0,0,0,542,10,1549,59,24,21.82,103,67.76,17,18,26,7,95,29,38,8.42,5,5,,0,2,2,Ross Barkley,Everton,98435,48,MF
2,3,1,162,50.47,29,39.73,31,64.58,106,7,77.62,191,48.48,3038,25,54,39,35,0,0,0,0,0,0,0,0,0,0,515,8,1540,44,11,23.4,137,44.48,55,68,53,3,41,9,11,4.88,0,0,,0,0,0,Danny Drinkwater,Leicester City,54330,31,MF
1,8,0,69,47.26,12,42.86,25,65.79,37,5,82.08,81,46.55,2268,7,21,17,31,0,0,0,0,0,0,0,0,0,0,294,9,1209,44,29,25,167,58.8,45,25,26,0,56,16,20,1.79,2,1,,0,1,1,Jonjo Shelvey,Newcastle United,36465,39,MF
0,0,0,1,100,0,0,0,0,1,1,100,1,100,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,12,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,Bersant Celina,Manchester City,281013,17,MF
2,1,0,101,43.91,9,39.13,31,64.58,36,11,86.44,110,43.48,1800,34,19,58,24,0,0,0,0,0,0,0,0,0,0,596,5,1198,70,33,34.38,50,70.42,16,3,37,1,29,4,11,6.9,1,0,,0,0,3,David Silva,Manchester City,11781,17,MF
7,8,1,185,54.57,17,50,29,76.32,103,4,86.27,202,54.16,3204,54,36,40,37,0,0,0,0,0,0,0,0,0,0,473,3,1659,50,7,24.14,152,70.37,83,19,72,0,34,12,7,20.59,1,6,,1,0,0,Mark Noble,West Ham United,9741,37,MF
1,1,0,155,61.51,45,61.64,15,78.95,99,4,81.42,200,61.54,3188,43,18,25,37,0,0,0,0,0,0,0,0,0,0,351,5,1367,47,18,21.69,104,50.49,86,110,52,0,29,5,10,3.45,0,0,,0,3,1,Yann M'Vila,Sunderland,32045,41,MF
0,5,1,126,64.95,19,54.29,30,83.33,72,,89.15,145,63.32,1646,24,24,19,26,0,0,0,0,0,0,0,0,0,0,259,0,994,7,2,100,56,72.73,77,22,21,0,8,0,3,0,0,0,,0,2,1,Francis Coquelin,Arsenal,40672,42,MF
10,1,0,130,45.94,9,12.68,43,55.13,67,7,76.63,139,39.27,1981,20,29,65,31,0,0,0,0,0,0,0,0,0,0,325,9,764,49,4,10.26,22,55,16,12,28,6,63,25,17,15.87,4,15,,1,1,0,Roberto Firmino,Liverpool,143697,44,MF
0,8,0,138,57.02,62,59.05,14,87.5,108,1,83.43,200,57.64,1953,19,49,18,27,0,0,0,0,0,0,0,0,0,0,253,3,1239,22,1,12.5,84,59.57,52,27,37,1,9,3,3,0,0,1,,0,2,0,Lucas Leiva,Liverpool,27234,44,MF
0,5,1,137,54.8,56,67.47,18,85.71,96,1,81.89,193,57.96,2835,25,42,31,33,0,0,0,0,0,0,0,0,0,0,438,3,1687,34,9,27.27,185,60.46,53,79,43,1,15,4,6,0,0,1,,1,4,0,Gareth Barry,Everton,544,48,MF
0,1,0,38,62.3,5,55.56,3,60,19,,88.44,43,61.43,564,16,9,9,7,0,0,0,0,0,0,0,0,0,0,70,0,398,4,0,0,20,55.56,15,14,5,0,5,0,2,0,0,0,,0,0,0,Kevin Stewart,Liverpool,180011,44,MF
5,9,1,117,40.34,32,43.24,19,57.58,69,11,77.44,149,40.93,2414,33,47,61,28,0,0,0,0,0,0,0,0,0,0,478,6,1064,61,59,31.89,71,47.02,37,23,53,1,39,11,15,12.82,0,2,,0,2,0,James Milner,Liverpool,791,44,MF
2,8,0,167,51.7,43,48.86,30,66.67,105,2,87.39,210,51.09,2732,34,55,32,33,0,0,0,0,0,0,0,0,0,0,510,5,1636,29,3,27.27,83,65.87,56,44,60,0,29,5,8,6.9,1,0,,0,2,0,Fernandinho,Manchester City,13630,17,MF
6,3,0,120,57.14,4,26.67,57,61.29,33,2,88.84,124,55.11,1920,30,9,27,26,0,0,0,0,0,0,0,0,0,0,299,3,971,34,12,27.27,26,63.41,24,5,22,4,48,11,16,12.5,1,6,,0,1,1,Manuel Lanzini,West Ham United,220315,37,MF
5,4,0,163,44.54,27,50.94,39,60,78,4,86.11,190,45.35,2623,47,47,68,31,0,0,0,0,0,0,0,0,0,0,640,4,1854,39,13,25.49,58,60.42,57,20,65,9,69,21,23,7.25,1,5,,0,5,2,Aaron Ramsey,Arsenal,23571,42,MF
3,3,0,60,51.28,6,33.33,22,73.33,26,3,83.47,66,48.89,1343,12,7,27,18,0,0,0,0,0,0,0,0,0,0,169,1,495,15,2,13.33,34,57.63,43,11,16,1,24,12,6,12.5,0,0,,0,1,0,James Morrison,West Bromwich Albion,822,8,MF
11,4,2,197,52.39,29,38.16,77,55,54,6,80.81,226,50,2604,69,44,60,37,0,0,0,0,0,0,0,0,0,0,373,8,779,41,15,22.06,29,76.32,35,14,19,12,86,34,21,12.79,1,27,,0,1,0,Sadio Mané,Southampton,217704,45,MF
1,3,0,151,58.75,58,50.88,32,76.19,77,2,83.76,209,56.33,2544,45,29,36,35,0,0,0,0,0,0,0,0,0,0,259,3,1434,30,2,8.33,79,61.24,83,67,33,1,19,6,7,5.26,0,2,,0,1,0,Jack Cork,Swansea City,20993,74,MF
1,7,0,95,47.74,8,61.54,22,56.41,57,,85.96,103,48.58,1670,16,23,32,21,0,0,0,0,0,0,0,0,0,0,326,1,888,26,4,57.14,80,65.57,25,10,34,0,36,7,11,2.78,0,0,,0,1,0,Harry Arter,Bournemouth,39121,60,MF
5,5,1,160,54.98,88,61.54,29,64.44,95,2,79.5,248,57.14,3009,40,36,30,34,0,0,0,0,0,0,0,0,0,0,184,1,981,21,2,10.53,41,45.56,77,57,50,3,45,18,10,11.11,4,2,,0,1,0,Cheikhou Kouyaté,West Ham United,45944,37,MF
0,3,0,102,63.75,20,37.74,18,64.29,70,2,68.45,122,57.28,1970,15,18,16,24,0,0,0,0,0,0,0,0,0,0,212,4,538,26,31,26.96,66,35.48,53,67,14,0,10,2,2,0,0,2,,0,0,0,Cédric Soares,Southampton,44760,45,MF
2,4,0,95,58.64,12,50,61,73.49,14,,87.82,107,57.53,1260,20,17,18,14,0,0,0,0,0,0,0,0,0,0,187,0,678,11,0,0,19,44.19,7,5,11,0,21,5,4,9.52,0,0,,0,1,0,Giannelli Imbula,Stoke City,96702,29,MF
2,4,1,138,53.49,38,46.34,38,71.7,84,2,88.11,176,51.76,2421,17,38,36,33,0,0,0,0,0,0,0,0,0,0,345,2,1416,19,3,15,74,67.89,67,47,34,3,34,8,14,5.88,1,2,,0,3,0,Nemanja Matić,Chelsea,44241,38,MF
10,7,0,166,42.13,37,45.68,30,32.61,71,9,75.9,203,42.74,2479,66,50,84,33,0,0,0,0,0,0,0,0,0,0,340,11,822,56,4,21.05,26,35.62,61,32,41,6,74,28,27,13.51,3,6,,0,0,1,Dele Alli,Tottenham Hotspur,198028,33,MF
5,4,0,94,46.08,12,24,20,80,56,3,83.59,106,41.73,2611,18,19,47,34,0,0,0,0,0,0,0,0,0,0,473,5,1258,54,37,30.33,82,57.75,42,38,40,0,20,9,5,25,0,5,,0,0,0,Steven Davis,Southampton,559,45,MF
2,5,1,113,54.85,11,35.48,7,70,79,2,87.04,124,52.32,2434,28,37,19,29,0,0,0,0,0,0,0,0,0,0,285,2,1182,14,3,17.65,95,62.09,51,48,39,0,16,7,3,12.5,0,0,,0,1,0,James McCarthy,Everton,39283,48,MF
5,9,0,155,42.01,12,30.77,40,57.97,81,9,78.58,167,40.93,2383,35,66,71,34,0,0,0,0,0,0,0,0,0,0,313,11,774,75,37,26.62,19,67.86,27,5,52,4,58,20,21,8.62,2,14,,0,0,0,Erik Lamela,Tottenham Hotspur,122702,33,MF
4,2,0,130,47.79,23,38.98,42,62.69,59,6,82.41,153,46.22,2110,29,27,56,30,0,0,0,0,0,0,0,0,0,0,356,8,815,51,13,20.63,23,57.5,20,35,34,3,44,15,15,9.09,0,14,,0,1,1,Adam Lallana,Liverpool,17054,44,MF
1,7,0,107,56.32,25,47.17,16,76.19,77,,84.99,132,54.32,1606,15,28,15,29,0,0,0,0,0,0,0,0,0,0,158,1,708,11,0,0,59,72.84,39,31,37,1,28,8,6,3.57,0,0,,0,0,0,Oriol Romeu,Southampton,69416,45,MF
1,3,0,95,51.35,19,38,9,64.29,71,,89.51,114,48.51,2204,15,52,13,29,0,0,0,0,0,0,0,0,0,0,262,0,1305,9,0,0,100,71.94,73,49,23,0,11,1,4,9.09,0,0,,0,1,0,Morgan Schneiderlin,Manchester United,27009,35,MF
2,0,0,29,48.33,1,14.29,16,66.67,8,2,85.6,30,44.78,632,5,3,17,13,0,0,0,0,0,0,0,0,0,0,151,3,315,12,0,0,6,50,3,1,3,0,15,7,2,13.33,1,0,,0,0,0,Alex Iwobi,Arsenal,352770,42,MF
1,4,3,145,54.51,64,48.48,23,67.65,94,1,82.4,209,52.51,2500,28,50,25,30,0,0,0,0,0,0,0,0,0,0,219,2,1114,16,0,0,81,60.45,68,62,36,0,31,5,7,3.23,0,1,,1,1,0,Victor Wanyama,Southampton,45956,45,MF
0,0,0,1,33.33,0,0,1,100,0,,85.71,1,25,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,1,1,100,0,0,0,0,0,0,2,1,0,0,0,0,,0,0,0,Serge Gnabry,West Bromwich Albion,187433,8,MF
0,4,0,64,57.66,16,61.54,8,88.89,43,,86.47,80,58.39,1975,13,11,16,28,0,0,0,0,0,0,0,0,0,0,357,1,1355,10,4,66.67,110,65.09,45,36,19,0,7,1,6,0,1,0,,0,0,0,Michael Carrick,Manchester United,938,35,MF
2,1,0,77,54.61,19,50,13,81.25,47,4,83.03,96,53.63,1613,19,11,14,22,0,0,0,0,0,0,0,0,0,0,273,4,734,24,13,20.31,49,56.98,19,17,36,1,24,7,11,8.33,2,1,,0,0,1,Tom Cleverley,Everton,46432,48,MF
0,4,0,86,48.31,48,45.71,16,76.19,51,3,85.35,134,47.35,3420,20,26,26,38,0,0,0,0,0,0,0,0,0,0,450,0,1951,43,2,22.22,218,68.77,110,63,36,0,16,0,9,0,1,0,,0,2,0,Andrew Surman,Bournemouth,14695,60,MF
3,3,0,169,54.34,42,61.76,52,65,101,2,70.5,211,55.67,2987,18,41,37,36,0,0,0,0,0,0,0,0,0,0,320,6,803,56,60,24.69,75,39.89,57,89,37,0,53,19,12,5.66,3,4,,1,1,2,Robbie Brady,Norwich City,267621,263,MF
11,6,0,88,39.29,5,15.63,24,55.81,42,3,78.88,93,36.33,2917,23,26,47,36,0,0,0,0,0,0,0,0,0,0,325,7,941,57,38,22.75,22,39.29,27,15,47,3,88,32,32,12.5,3,4,,0,0,0,Gylfi Sigurðsson,Swansea City,43192,74,MF
1,11,0,131,55.51,25,55.56,7,58.33,81,1,84.8,156,55.52,2396,44,49,17,29,0,0,0,0,0,0,0,0,0,0,196,1,904,16,17,28.81,76,64.41,63,39,35,0,15,4,3,6.67,0,0,,0,0,0,Jack Colback,Newcastle United,40686,39,MF
3,1,0,74,50,14,32.56,32,44.44,29,2,78.4,88,46.07,1440,13,11,12,21,0,0,0,0,0,0,0,0,0,0,211,5,519,34,15,15.63,15,60,17,11,12,2,44,10,15,6.82,1,3,,0,1,0,Junior Stanislas,Bournemouth,44823,60,MF
3,4,0,96,48.24,7,50,19,63.33,56,2,84.05,103,48.36,1532,21,28,32,27,0,0,0,0,0,0,0,0,0,0,318,4,922,22,6,17.65,46,52.27,24,17,34,1,24,6,11,12.5,0,1,,0,0,1,Ander Herrera,Manchester United,82474,35,MF
1,3,0,65,49.62,16,42.11,13,81.25,36,,85.66,81,47.93,1202,17,19,28,18,0,0,0,0,0,0,0,0,0,0,279,0,914,8,2,28.57,64,62.14,23,16,17,1,12,3,3,8.33,0,0,,0,0,0,Bastian Schweinsteiger,Manchester United,326,35,MF
3,4,0,122,51.26,12,35.29,25,40.98,62,3,81.06,134,49.26,1773,35,18,29,27,0,0,0,0,0,0,0,0,0,0,342,3,843,29,10,26.32,63,68.48,13,21,34,3,52,16,20,5.77,0,2,,0,0,0,Oscar,Chelsea,39400,38,MF
2,4,0,143,51.81,11,22.45,51,53.68,65,6,63.82,154,47.38,2765,27,21,26,38,0,0,0,0,0,0,0,0,0,0,284,11,582,64,52,19.12,57,35.63,50,20,44,2,42,11,14,4.76,1,3,,0,2,2,Marc Albrighton,Leicester City,47737,31,MF
2,3,0,128,44.91,13,44.83,46,62.16,54,3,80,141,44.9,2624,29,34,49,31,0,0,0,0,0,0,0,0,0,0,382,4,992,60,49,32.45,65,48.87,28,14,47,4,54,14,18,3.7,0,5,,0,0,1,Jason Puncheon,Crystal Palace,19593,7,MF
2,6,0,81,44.26,6,23.08,8,47.06,62,2,82.88,87,41.63,2719,11,30,25,32,0,0,0,0,0,0,0,0,0,0,340,4,1254,41,34,36.17,115,56.93,57,23,39,1,38,9,11,5.26,0,0,,0,1,0,Ashley Westwood,Aston Villa,49647,40,MF
0,7,0,198,53.08,37,60.66,49,56.32,95,1,79.21,235,54.15,2822,55,53,45,33,0,0,0,0,0,0,0,0,0,0,321,0,1223,24,7,20.59,111,55.22,82,45,41,5,35,8,11,0,0,2,,0,3,0,Étienne Capoue,Watford,16701,24,MF
2,4,0,90,42.86,41,55.41,4,44.44,71,,77.58,131,46.13,2815,15,36,14,35,0,0,0,0,0,0,0,0,0,0,231,3,1114,33,39,31.71,104,45.81,88,62,66,0,17,4,8,11.76,2,0,,0,1,0,Ben Watson,Watford,642,24,MF
0,0,0,7,46.67,0,0,2,66.67,5,,93.55,7,43.75,112,0,0,2,3,0,0,0,0,0,0,0,0,0,0,27,1,116,3,2,33.33,4,57.14,2,0,5,0,1,1,0,0,0,0,,0,0,0,Cameron Brannagan,Liverpool,372522,44,MF
6,4,1,89,39.56,3,17.65,30,63.83,30,5,89.23,92,38.02,2898,29,22,54,38,0,0,0,0,0,0,0,0,0,0,704,7,1608,55,18,18.37,98,75.97,23,19,45,1,57,22,19,10.53,1,9,,0,1,2,Juan Mata,Manchester United,28367,35,MF
2,4,0,67,50,17,50,11,78.57,32,1,90.94,84,50,1849,25,19,25,28,0,0,0,0,0,0,0,0,0,0,266,1,1064,23,4,36.36,99,84.62,28,18,21,1,24,7,7,8.33,1,1,,0,0,1,Sung-Yueng Ki,Swansea City,38642,74,MF
4,5,0,126,46.32,23,33.33,19,48.72,54,6,76.14,149,43.7,2976,56,41,44,37,0,0,0,0,0,0,0,0,0,0,388,5,1088,43,45,22.06,92,51.98,48,32,42,2,77,17,31,5.19,1,4,,0,1,1,Matt Ritchie,Bournemouth,42699,60,MF
0,3,0,126,55.75,3,15,52,65.82,37,,84,129,52.44,2025,37,12,37,27,0,0,0,0,0,0,0,0,0,0,285,5,803,41,16,23.19,32,65.31,22,7,25,0,35,10,8,0,2,1,,0,5,0,José Jurado,Watford,13990,24,MF
2,4,0,84,51.53,38,58.46,16,80,60,,88.96,122,53.51,1697,9,27,10,24,0,0,0,0,0,0,0,0,0,0,179,0,814,8,1,100,48,70.59,43,36,38,4,15,5,4,13.33,1,1,,0,1,0,Fernando,Manchester City,41837,17,MF
0,0,0,77,55.4,35,45.45,11,100,51,,69.44,112,51.85,1083,17,20,12,15,0,0,0,0,0,0,0,0,0,0,114,0,384,13,1,20,38,46.34,35,49,31,0,8,2,4,0,0,0,,0,0,1,Jan Kirchhoff,Sunderland,43473,41,MF
11,1,0,139,50.92,25,36.76,50,60.24,38,5,84.82,164,48.09,3168,51,16,68,38,0,0,0,0,0,0,0,0,0,0,342,5,1062,48,8,23.53,38,63.33,27,16,18,6,54,29,13,20.37,0,5,,0,1,0,Georginio Wijnaldum,Newcastle United,22126,39,MF
2,0,0,59,57.84,6,40,24,77.42,26,,85.71,65,55.56,753,9,7,17,17,0,0,0,0,0,0,0,0,0,0,129,1,414,2,1,14.29,10,34.48,22,8,13,0,13,5,3,15.38,1,0,,0,0,0,Fabian Delph,Manchester City,24048,17,MF
0,8,0,154,50.66,47,54.65,9,90,108,1,78.39,201,51.54,2854,41,62,21,34,0,0,0,0,0,0,0,0,0,0,158,1,856,8,2,25,63,47.37,117,67,69,0,9,0,5,0,1,0,,1,2,0,Claudio Yacob,West Bromwich Albion,151037,8,MF
0,0,0,6,75,0,0,2,100,4,,73.08,6,66.67,53,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,1,33.33,1,0,0,0,0,0,0,0,0,0,,0,0,0,Donald Love,Manchester United,812158,35,MF
0,0,0,3,60,0,0,0,0,3,,100,3,60,20,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,Jay Fulton,Swansea City,164291,74,MF
0,0,0,7,63.64,0,0,1,50,3,,70.59,7,58.33,65,3,1,0,3,0,0,0,0,0,0,0,0,0,0,17,0,36,2,2,25,6,60,1,1,2,0,1,0,0,0,0,0,,0,0,0,Alessandro Diamanti,Watford,27803,24,MF
0,6,0,99,50.77,40,56.34,10,62.5,71,1,87,139,52.26,3173,20,25,19,37,0,0,0,0,0,0,0,0,0,0,296,1,1801,25,5,20,105,52.5,73,99,47,0,11,3,5,0,0,0,,0,4,0,Glenn Whelan,Stoke City,10535,29,MF
4,0,2,50,48.08,6,28.57,19,50,14,2,82.62,56,44.8,1005,17,14,14,23,0,0,0,0,0,0,0,0,0,0,107,3,271,18,14,30.43,23,62.16,9,6,8,3,41,16,16,9.76,0,7,,0,0,0,Kevin Mirallas,Everton,3593,48,MF
0,1,0,20,52.63,4,28.57,6,50,6,,73.28,24,46.15,289,8,2,5,6,0,0,0,0,0,0,0,0,0,0,37,1,85,7,0,0,4,80,2,1,5,0,5,3,1,0,0,0,,0,0,0,Lee Tomlin,Bournemouth,46738,60,MF
