goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position
0,1,0,3,42.86,9,81.82,1,100,1,0,75.2,12,66.67,3240,2,1,0,36,86,57,25,35,31,4,17,33,20,37,18,0,749,1,0,0,217,46.77,2,54,3,0,0,0,0,0,0,0,,5,3,1,Hugo Lloris,Tottenham Hotspur,9048,33,GK
0,0,0,2,100,15,78.95,0,0,0,0,53.37,17,80.95,3420,3,1,0,38,137,91,45,56,48,8,39,10,15,10,40,0,594,1,0,0,342,39.81,0,25,0,0,0,0,0,0,0,0,,0,2,0,Łukasz Fabiański,Swansea City,15479,74,GK
0,1,0,2,40,8,88.89,0,0,0,0,67.18,10,71.43,1710,3,2,1,19,31,21,10,14,13,1,9,13,11,13,10,0,350,0,0,0,77,31.3,1,15,0,0,0,0,0,0,0,0,,0,0,0,Loris Karius,Liverpool,174135,44,GK
0,2,0,3,60,4,80,0,0,0,0,70.5,7,70,3150,3,2,0,35,76,41,33,34,33,1,24,12,9,12,34,0,693,0,0,0,189,39.87,0,17,0,0,0,0,0,0,0,0,,0,1,0,Thibaut Courtois,Chelsea,70988,38,GK
0,0,0,1,100,3,100,0,0,0,0,54.11,4,100,1080,2,0,0,12,26,21,5,11,11,0,12,7,6,7,11,0,171,0,0,0,72,33.18,0,9,0,0,0,0,0,0,0,0,,1,1,0,Martin Dúbravka,Newcastle United,42209,39,GK
0,1,0,6,85.71,15,93.75,2,66.67,1,0,65.35,21,91.3,3040,4,0,0,34,91,61,25,48,46,2,31,22,20,22,23,0,530,0,0,0,184,39.83,0,44,0,0,0,0,0,0,1,0,,6,1,0,Petr Čech,Arsenal,1185,42,GK
0,0,0,2,66.67,1,100,0,0,0,0,90.91,3,75,225,1,0,0,3,4,4,0,1,1,0,2,2,0,2,0,0,50,0,0,0,10,71.43,0,0,1,0,0,0,0,0,0,0,,0,0,0,Claudio Bravo,Manchester City,13249,17,GK
0,0,0,1,50,6,85.71,0,0,0,0,53.56,7,77.78,1440,2,0,0,16,44,31,13,21,18,3,13,10,9,10,30,0,263,0,0,0,167,42.49,0,17,1,0,0,0,0,0,0,0,,0,0,0,Robert Elliot,Newcastle United,20581,39,GK
0,0,0,1,100,1,100,0,0,0,0,53.49,2,100,180,1,0,0,2,8,7,1,6,6,0,0,3,1,3,4,0,23,0,0,0,17,45.95,0,5,0,0,0,0,0,0,0,0,,0,0,0,Eldin Jakupović,Leicester City,4387,31,GK
0,0,0,0,0,12,100,0,0,0,0,47.96,12,80,3420,1,0,0,38,124,73,50,54,51,3,35,4,13,5,49,0,505,0,0,0,364,39.96,3,23,3,0,0,0,0,0,0,0,,2,1,0,Mathew Ryan,Brighton & Hove Albion,134029,30,GK
0,1,0,0,0,10,100,0,0,0,0,46.08,10,100,2430,2,0,0,27,91,50,38,41,32,9,27,16,10,17,83,1,317,1,0,0,229,38.23,2,15,0,0,0,0,0,0,0,0,,0,1,0,Wayne Hennessey,Crystal Palace,16620,7,GK
0,0,0,4,57.14,18,94.74,0,0,0,0,44.49,22,84.62,3420,6,1,0,38,121,70,50,58,48,10,17,14,22,16,147,0,517,3,0,0,335,34.22,2,48,2,0,1,0,0,0,0,0,,2,3,0,Jordan Pickford,Everton,138530,48,GK
0,0,0,0,0,1,100,0,0,0,0,43.02,1,100,1800,1,0,0,20,68,45,22,30,20,10,8,3,2,3,16,0,191,0,0,0,105,29.33,0,9,0,0,0,0,0,0,0,0,,2,2,0,Fraser Forster,Southampton,19314,45,GK
0,0,0,0,0,3,100,0,0,0,0,46.13,3,100,900,1,0,0,10,35,28,6,15,14,1,9,1,3,1,18,0,137,0,0,0,82,34.17,0,6,0,0,0,0,0,0,0,0,,1,3,0,Karl Darlow,Newcastle United,123689,39,GK
0,3,0,8,80,12,100,2,100,1,0,49.61,20,90.91,2966,6,0,0,33,93,47,45,47,37,10,25,24,20,25,45,0,512,1,0,0,331,39.4,0,38,2,0,0,0,0,0,0,0,,2,3,0,Kasper Schmeichel,Leicester City,1076,31,GK
0,2,0,4,50,11,84.62,0,0,0,0,51.27,15,71.43,3420,7,2,0,38,111,65,46,61,54,7,32,11,20,11,31,0,485,1,0,0,247,35.09,2,36,2,0,0,0,0,0,0,0,,5,2,0,Asmir Begović,Bournemouth,13918,60,GK
0,0,0,2,50,13,100,0,0,0,0,55.87,15,88.24,2129,3,1,0,24,61,40,21,40,34,6,15,14,24,14,44,0,352,0,0,0,208,42.8,2,39,1,0,0,0,0,0,0,0,,2,1,0,Heurelho Gomes,Watford,2490,24,GK
0,0,0,1,100,2,100,1,100,0,0,44.22,3,100,990,0,0,0,11,31,16,13,14,11,3,6,2,1,2,19,0,130,0,0,0,87,34.66,1,5,0,0,0,0,0,0,0,0,,0,0,0,Julián Speroni,Crystal Palace,631,7,GK
0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,90,0,0,0,1,4,0,4,1,1,0,0,0,0,0,0,0,21,0,0,0,2,40,0,1,0,0,0,0,0,0,0,0,,0,0,0,Michel Vorm,Tottenham Hotspur,16944,33,GK
0,0,0,0,0,2,100,0,0,0,0,69.32,2,100,270,0,0,0,3,7,3,4,4,3,1,1,1,2,1,1,0,61,0,0,0,17,40.48,0,5,0,0,0,0,0,0,0,0,,0,0,0,Willy Caballero,Chelsea,52741,38,GK
0,1,0,9,69.23,15,78.95,3,100,1,1,56.39,24,75,3420,6,0,0,38,103,64,37,58,52,6,26,23,24,25,98,1,724,3,0,0,420,43.03,4,37,4,0,0,0,0,0,0,0,,3,3,0,Jonas Lössl,Huddersfield Town,37514,59,GK
0,3,0,5,55.56,4,100,1,100,2,0,69.48,9,69.23,1710,2,2,0,19,36,20,15,24,22,2,14,9,8,12,13,0,346,0,0,0,82,35.19,0,13,2,0,0,0,0,0,0,0,,2,1,0,Simon Mignolet,Liverpool,10406,44,GK
0,2,0,6,42.86,5,100,2,100,1,0,46.06,11,57.89,3330,3,1,0,37,100,54,44,55,46,9,34,14,5,16,125,0,497,2,0,0,367,38.75,1,17,7,0,0,0,0,0,0,0,,0,1,0,Ben Foster,West Bromwich Albion,10599,8,GK
0,0,0,0,0,1,100,0,0,0,0,51.06,1,100,306,0,0,0,4,8,4,4,4,4,0,1,0,1,0,11,0,48,0,0,0,34,42.5,0,1,0,0,0,0,0,0,0,0,,0,0,0,Tom Heaton,Burnley,18122,6,GK
0,2,0,0,0,11,100,0,0,0,0,38.67,11,100,1620,1,0,0,18,42,20,22,26,22,4,18,2,11,2,16,0,157,0,0,0,107,30.06,1,19,0,0,0,0,0,0,0,0,,0,0,0,Alex McCarthy,Southampton,45502,45,GK
0,0,0,3,60,4,100,1,100,1,1,44.3,7,77.78,1710,1,1,0,19,53,29,23,39,35,4,3,7,13,7,54,1,241,2,0,0,185,38.07,0,15,1,0,0,0,0,0,0,0,,4,0,0,Joe Hart,West Ham United,16817,37,GK
0,0,0,3,60,5,100,0,0,0,0,44.77,8,80,1291,1,0,0,15,34,22,10,24,23,1,7,4,4,5,23,0,167,0,0,0,131,38.87,1,7,2,0,0,0,0,0,0,0,,2,1,0,Orestis Karnezis,Watford,17438,24,GK
0,1,0,0,0,0,0,0,0,0,0,52.63,0,0,90,0,1,0,1,2,1,1,1,1,0,3,0,0,0,1,0,10,0,0,0,8,47.06,0,1,0,0,0,0,0,0,0,0,,0,0,0,Boaz Myhill,West Bromwich Albion,10024,8,GK
0,0,0,0,0,1,100,0,0,0,0,57.14,1,50,274,0,0,0,4,6,5,1,7,5,2,0,1,2,1,4,0,40,0,0,0,20,40,0,5,1,0,0,0,0,0,0,0,,0,0,0,Ben Hamer,Leicester City,16807,31,GK
0,0,0,1,100,0,0,0,0,1,0,56.41,1,100,270,0,0,0,3,8,6,2,7,7,0,1,1,0,1,4,0,44,0,0,0,27,44.26,0,0,0,0,0,0,0,0,0,0,,0,0,0,Lee Grant,Stoke City,10011,29,GK
7,0,0,77,52.38,1,12.5,39,65,17,6,78.84,78,50.32,1116,21,5,26,14,0,0,0,0,13,1,0,0,0,0,290,7,544,40,20,34.48,38,65.52,10,2,18,1,54,17,23,12.96,2,4,,0,1,0,Philippe Coutinho,Liverpool,119159,44,MF
8,2,0,157,47.87,15,48.39,63,72.41,62,16,83.44,172,47.91,3083,33,30,60,37,0,0,0,0,16,6,0,0,0,0,993,19,2247,111,61,24.6,130,65,25,12,57,3,94,39,24,8.51,4,2,,0,2,5,Kevin De Bruyne,Manchester City,70996,17,MF
32,1,0,119,40.48,13,27.08,78,63.41,12,10,76.74,132,38.6,2921,29,16,96,36,0,0,0,0,28,2,0,0,0,0,414,12,726,63,27,31.4,18,54.55,5,3,20,23,144,67,33,22.22,3,17,,0,0,1,Mohamed Salah,Liverpool,159665,44,MF
4,4,0,78,49.37,1,7.69,36,70.59,20,8,86.46,79,46.2,2164,22,18,32,26,0,0,0,0,34,2,0,0,0,0,845,13,1564,85,25,25.51,57,80.28,12,5,17,4,39,14,13,10.26,0,12,,0,0,1,Mesut Özil,Arsenal,16176,42,MF
9,5,0,103,51.76,17,60.71,38,77.55,32,11,88.93,120,52.86,2435,36,21,29,29,0,0,0,0,16,2,0,0,0,0,913,14,2160,63,16,21.62,44,60.27,18,6,36,5,54,20,12,16.67,1,4,,0,0,2,David Silva,Manchester City,11781,17,MF
10,4,0,138,48.59,16,53.33,85,64.39,27,15,84.23,154,49.04,2422,27,24,64,32,0,0,0,0,18,4,0,0,0,0,519,13,919,60,21,22.58,14,73.68,13,6,14,6,57,20,18,17.54,2,7,,0,0,2,Leroy Sané,Manchester City,293519,17,MF
10,0,0,100,40,18,40,29,54.72,51,10,82.37,118,40,3226,21,14,72,37,0,0,0,0,29,4,0,0,0,0,763,15,1860,96,50,22.52,134,63.81,31,17,42,2,97,39,37,10.31,1,1,,0,0,1,Christian Eriksen,Tottenham Hotspur,105734,33,MF
6,5,1,157,53.77,51,62.96,75,74.26,33,10,85.3,208,55.76,2151,51,44,40,27,0,0,0,0,17,3,0,0,0,0,540,4,1468,39,4,14.29,110,63.58,21,25,28,6,76,18,29,7.89,2,3,,0,0,0,Paul Pogba,Manchester United,111802,35,MF
2,4,1,108,51.18,10,30.3,18,72,68,4,83.42,118,48.36,2308,22,25,23,32,0,0,0,0,24,2,0,0,0,0,750,8,1826,91,43,30.71,127,57.47,22,23,51,2,38,10,15,5.26,1,5,,0,2,1,Cesc Fàbregas,Chelsea,518,38,MF
15,1,0,133,40.8,43,24.02,50,68.49,65,7,72.53,176,34.85,2776,18,57,71,37,0,0,0,0,30,2,0,0,0,0,388,11,850,58,5,11.9,16,61.54,18,8,50,7,84,38,24,17.86,1,13,,0,0,1,Roberto Firmino,Liverpool,143697,44,MF
5,7,0,110,52.63,94,55.29,22,88,62,3,90.05,204,53.83,2885,27,41,20,34,0,0,0,0,18,6,0,0,0,0,643,7,2679,24,0,0,105,61.05,47,65,41,1,47,19,11,10.64,0,0,,0,2,3,Fernandinho,Manchester City,13630,17,MF
7,0,0,97,47.78,10,38.46,29,80.56,35,8,84.91,107,46.72,1846,33,28,37,24,0,0,0,0,24,1,0,0,0,0,397,9,1052,29,3,17.65,43,66.15,24,6,36,6,56,25,11,12.5,2,0,,0,1,1,Aaron Ramsey,Arsenal,23571,42,MF
10,3,1,133,52.57,27,30.68,55,63.95,28,7,80.35,160,46.92,2206,50,24,48,29,0,0,0,0,19,1,0,0,0,0,374,9,773,50,6,18.75,24,66.67,9,7,20,12,70,26,13,14.29,3,12,,0,0,1,Sadio Mané,Liverpool,217704,44,MF
8,5,0,114,44.88,5,20,39,57.35,25,7,79.53,119,42.65,3049,50,28,57,36,0,0,0,0,54,4,0,0,0,0,311,14,839,77,56,27.86,76,58.91,16,4,29,3,69,32,17,11.59,2,15,,0,2,0,Xherdan Shaqiri,Stoke City,65953,29,MF
1,10,0,135,52.53,49,49.49,18,75,78,7,86.91,184,51.69,3266,42,57,20,38,0,0,0,0,48,2,0,0,0,0,804,3,2708,41,29,28.43,188,66.2,37,64,43,0,66,17,18,1.52,2,0,,3,1,2,Granit Xhaka,Arsenal,117777,42,MF
7,2,0,66,33.67,13,18.57,11,73.33,36,8,76.23,79,29.7,2947,20,33,38,38,0,0,0,0,44,2,0,0,0,0,385,16,927,87,69,29.36,68,54.84,14,19,57,0,43,19,12,16.28,0,9,,0,0,5,Pascal Groß,Brighton & Hove Albion,48480,30,MF
1,3,0,59,46.09,9,42.86,16,64,32,2,68.06,68,45.64,1279,11,20,20,15,0,0,0,0,12,0,0,0,0,0,129,3,309,26,39,31.71,31,41.89,7,25,20,0,24,6,11,4.17,1,3,,0,0,0,Robbie Brady,Burnley,267621,6,MF
5,4,0,120,48.98,3,23.08,65,63.73,20,6,87.64,123,47.67,2048,35,9,47,27,0,0,0,0,37,7,0,0,0,0,350,6,1064,41,16,19.51,31,68.89,30,5,32,3,44,18,12,11.36,0,3,,1,1,1,Manuel Lanzini,West Ham United,220315,37,MF
9,5,0,224,47.36,4,20,118,60.2,30,3,75.4,228,46.25,2551,76,45,109,29,0,0,0,0,25,6,0,0,0,0,268,7,469,54,14,18.42,10,52.63,6,1,19,8,64,26,19,14.06,0,19,,0,0,1,Wilfried Zaha,Crystal Palace,111850,7,MF
5,1,0,38,48.72,10,28.57,20,66.67,16,2,77.3,48,42.48,1296,2,6,16,19,0,0,0,0,21,1,0,0,0,0,151,3,378,24,14,19.72,9,60,6,11,8,2,45,20,14,11.11,1,1,,0,0,0,Junior Stanislas,Bournemouth,44823,60,MF
0,5,0,61,54.95,16,53.33,15,100,41,7,73.7,77,54.61,1921,6,15,16,26,0,0,0,0,19,4,0,0,0,0,202,7,650,37,51,36.69,92,44.02,21,39,20,2,25,5,6,0,0,0,,0,1,0,Chris Brunt,West Bromwich Albion,10540,8,MF
1,3,0,174,54.38,17,34.69,47,82.46,113,1,89.31,191,51.76,2998,15,41,42,34,0,0,0,0,30,2,0,0,0,0,561,4,1921,41,2,15.38,88,68.75,86,26,58,0,25,5,14,4,0,1,,0,3,0,N'Golo Kanté,Chelsea,234148,38,MF
3,2,0,90,41.67,19,45.24,30,53.57,33,9,80.31,109,42.25,1727,29,23,42,26,0,0,0,0,17,0,0,0,0,0,363,11,787,44,17,20.24,22,52.38,15,5,36,1,36,16,8,8.33,0,4,,0,0,0,Henrikh Mkhitaryan,Arsenal,37151,42,MF
1,6,0,145,54.72,57,67.06,54,83.08,70,1,87.7,202,57.71,3119,22,33,31,36,0,0,0,0,23,3,0,0,0,0,504,2,2281,25,4,22.22,175,66.29,64,56,48,0,18,3,5,5.56,0,2,,1,1,1,Nemanja Matić,Manchester United,44241,35,MF
1,2,0,93,66.91,21,40.38,30,93.75,46,2,93,114,59.69,1746,18,15,10,22,0,0,0,0,14,3,0,0,0,0,385,1,1501,11,3,23.08,52,64.2,30,35,19,0,10,3,4,10,0,0,,1,1,0,Fabian Delph,Manchester City,24048,17,MF
3,1,0,67,48.91,3,17.65,36,69.23,19,5,86.63,70,45.45,1843,12,11,31,26,0,0,0,0,25,1,0,0,0,0,432,6,985,38,3,15,28,59.57,7,8,13,2,45,23,11,6.67,1,1,,0,1,2,Alex Iwobi,Arsenal,352770,42,MF
3,1,0,55,48.25,3,27.27,17,70.83,18,5,86.75,58,46.4,1930,20,12,19,28,0,0,0,0,9,1,0,0,0,0,430,6,1054,51,30,27.03,54,71.05,15,7,22,3,28,10,6,10.71,2,18,,1,0,0,Juan Mata,Manchester United,28367,35,MF
12,2,0,177,45.38,28,35,80,50.96,39,10,79.45,205,43.62,2960,58,23,65,36,0,0,0,0,39,12,0,0,0,0,410,12,1013,59,35,22.15,108,68.35,18,9,51,5,73,36,19,16.44,0,10,,0,0,1,Riyad Mahrez,Leicester City,158213,31,MF
3,3,0,103,56.59,15,31.25,57,76,37,7,82.3,118,51.3,1726,10,17,28,35,0,0,0,0,25,2,0,0,0,0,304,5,688,41,21,24.42,60,64.52,26,13,16,0,47,17,16,6.38,1,3,,0,0,2,Alex Oxlade-Chamberlain,Liverpool,10577,44,MF
2,2,0,110,48.03,39,44.83,36,55.38,43,8,73.88,149,47.15,2840,33,18,45,35,0,0,0,0,30,3,0,0,0,0,248,7,594,67,64,30.33,42,42,34,33,27,0,54,18,15,3.7,3,2,,0,0,0,Jóhann Guðmundsson,Burnley,49805,6,MF
1,1,0,70,47.62,28,71.79,8,57.14,51,1,84.42,98,52.69,2172,14,26,12,27,0,0,0,0,20,1,0,0,0,0,452,2,1761,25,5,20,153,59.53,30,20,33,1,15,3,4,6.67,1,0,,0,0,0,Jordan Henderson,Liverpool,42694,44,MF
2,0,0,51,48.57,7,20.59,17,68,14,1,81.9,58,41.73,1027,20,14,19,13,0,0,0,0,13,1,0,0,0,0,135,1,362,16,11,22,10,55.56,8,3,13,1,16,4,4,12.5,0,0,,0,1,0,João Mário,West Ham United,97001,37,MF
1,2,2,70,50.36,20,60.61,23,69.7,39,3,72.43,90,52.33,2267,8,23,18,30,0,0,0,0,27,1,0,0,0,0,292,4,1001,42,25,31.65,157,43.61,28,28,18,1,42,9,15,2.38,2,0,,0,0,1,Jonjo Shelvey,Newcastle United,36465,39,MF
4,5,0,133,52.36,33,45.83,16,64,102,3,79.55,166,50.92,3071,16,26,57,36,0,0,0,0,46,6,0,0,0,0,550,5,1513,51,37,19.89,101,49.75,38,48,32,0,29,7,15,13.79,1,2,,0,0,1,Aaron Mooy,Huddersfield Town,104813,59,MF
7,10,0,145,48.99,43,45.26,41,77.36,79,3,83.65,188,48.08,3325,26,44,46,37,0,0,0,0,57,6,0,0,0,0,463,1,1877,40,6,23.08,84,59.15,54,55,52,1,47,17,10,14.89,1,2,,0,0,0,Abdoulaye Doucouré,Watford,96535,24,MF
5,0,0,65,57.02,9,25.71,10,43.48,11,3,76.72,74,49.66,2009,45,6,18,26,0,0,0,0,34,4,0,0,0,0,276,3,626,44,34,24.64,20,37.74,17,29,13,0,30,12,10,16.67,0,1,,0,0,1,Ryan Fraser,Bournemouth,138261,60,MF
0,3,0,92,54.44,23,56.1,12,75,58,3,86.48,115,54.76,1762,22,29,21,32,0,0,0,0,23,2,0,0,0,0,459,5,1279,34,29,23.58,85,65.38,22,22,24,0,21,5,8,0,0,0,,0,0,0,James Milner,Liverpool,791,44,MF
10,8,0,146,48.99,49,52.13,28,75.68,86,1,80.16,195,49.74,3081,33,69,24,36,0,0,0,0,41,11,0,0,0,0,317,2,1321,21,13,33.33,122,55.71,71,74,55,2,42,17,11,23.81,1,1,,2,1,0,Luka Milivojević,Crystal Palace,50294,7,MF
2,6,1,187,57.36,33,50,18,66.67,117,1,84.74,220,56.12,2757,52,50,32,33,0,0,0,0,34,8,0,0,0,0,304,1,1327,16,3,27.27,71,62.28,63,42,51,1,23,7,6,8.7,0,1,,0,1,0,Idrissa Gueye,Everton,106337,48,MF
0,0,0,5,100,0,0,5,100,0,0,75,5,100,27,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,12,0,0,0,1,50,0,0,0,0,2,1,1,0,0,0,,0,0,0,Callum Hudson-Odoi,Chelsea,867442,38,MF
1,2,0,126,60.58,25,65.79,55,88.71,55,1,87.86,151,61.38,1721,16,28,31,25,0,0,0,0,25,6,0,0,0,0,162,1,854,8,1,10,41,54.67,35,33,17,0,23,5,5,4.35,1,2,,1,3,0,Mario Lemina,Southampton,307284,45,MF
9,7,0,172,44.68,30,36.59,44,41.9,46,10,77.22,202,43.25,2970,84,43,89,36,0,0,0,0,25,3,0,0,0,0,480,16,966,65,3,16.67,39,50.65,19,18,26,8,69,17,21,13.04,1,5,,1,0,1,Dele Alli,Tottenham Hotspur,198028,33,MF
3,0,0,47,48.96,14,35,9,60,30,0,83.62,61,44.85,1521,8,8,16,23,0,0,0,0,15,6,0,0,0,0,252,1,873,18,12,28.57,45,57.69,15,23,19,0,13,4,4,23.08,0,3,,1,0,0,Steven Davis,Southampton,559,45,MF
2,2,0,49,56.98,5,18.52,7,53.85,25,2,88.02,54,47.79,1869,17,10,8,25,0,0,0,0,25,4,0,0,0,0,167,2,735,19,21,33.87,62,74.7,32,20,13,1,20,6,6,10,0,1,,0,0,0,Sung-Yueng Ki,Swansea City,38642,74,MF
9,1,0,85,41.46,14,35.9,43,51.81,15,5,81.94,99,40.57,1581,27,17,55,30,0,0,0,0,13,0,0,0,0,0,286,9,599,33,6,12.5,13,65,3,6,9,5,49,16,18,18.37,0,8,,0,0,0,Anthony Martial,Manchester United,191176,35,MF
6,0,0,83,54.25,5,26.32,29,70.73,27,4,86.95,88,51.16,1520,27,9,26,35,0,0,0,0,8,2,0,0,0,0,365,3,813,31,9,18,21,53.85,10,10,24,3,25,14,1,24,1,0,,0,1,0,Bernardo Silva,Manchester City,331209,17,MF
0,1,0,6,46.15,5,55.56,4,80,2,2,93.75,11,50,228,0,5,1,10,0,0,0,0,2,0,0,0,0,0,101,1,390,7,0,0,13,76.47,5,4,0,0,5,1,4,0,0,0,,0,0,0,Yaya Touré,Manchester City,14468,17,MF
3,3,0,40,43.48,21,29.58,5,83.33,23,3,78.85,61,37.42,1714,12,18,13,30,0,0,0,0,23,6,0,0,0,0,194,8,589,37,36,22.64,18,34.62,8,18,24,1,28,14,7,10.71,1,0,,0,0,1,James Ward-Prowse,Southampton,161717,45,MF
4,3,0,71,50,4,25,26,74.29,27,1,91.73,75,47.47,1510,19,14,20,30,0,0,0,0,11,3,0,0,0,0,365,2,1286,22,2,25,34,70.83,16,10,28,1,35,11,12,11.43,1,0,,0,0,2,İlkay Gündoğan,Manchester City,45853,17,MF
3,2,0,84,60,7,26.92,28,59.57,28,3,75.77,91,54.82,1216,28,7,23,20,0,0,0,0,15,2,0,0,0,0,103,5,247,15,12,25,9,45,9,11,8,3,19,9,6,15.79,0,12,,0,0,1,Theo Walcott,Everton,10501,48,MF
3,3,0,96,56.8,28,40,32,58.18,37,3,76.5,124,51.88,2118,27,23,20,28,0,0,0,0,19,1,0,0,0,0,227,3,638,21,19,21.11,25,28.41,16,31,10,1,35,11,9,8.57,0,9,,0,2,1,Victor Moses,Chelsea,31585,38,MF
2,0,0,62,53.45,3,17.65,7,70,34,3,79.65,65,48.87,993,21,19,22,15,0,0,0,0,13,3,0,0,0,0,142,1,321,17,1,10,3,20,15,6,10,0,12,4,1,16.67,0,1,,0,0,0,Will Hughes,Watford,193554,24,MF
2,2,0,40,48.19,35,43.75,13,68.42,16,5,84.37,75,46.01,1852,14,9,13,25,0,0,0,0,26,3,0,0,0,0,248,2,993,16,4,19.05,66,58.93,16,49,17,0,18,6,4,11.11,0,1,,0,2,0,Andrew Surman,Bournemouth,14695,60,MF
2,5,0,89,55.28,10,50,17,80.95,51,1,82.3,99,54.7,1140,21,24,19,13,0,0,0,0,17,0,0,0,0,0,78,0,279,7,1,25,20,62.5,14,18,26,1,19,6,6,10.53,0,2,,0,0,0,Badou Ndiaye,Stoke City,228342,29,MF
3,6,0,96,44.24,32,28.32,15,48.39,45,5,72.49,128,38.79,2812,36,37,29,35,0,0,0,0,31,4,0,0,0,0,291,10,759,52,42,22.11,48,38.4,36,53,39,1,59,16,22,5.08,3,3,,1,0,0,Matt Ritchie,Newcastle United,42699,39,MF
4,2,0,74,44.05,19,32.76,20,64.52,38,3,74.86,93,41.15,2262,16,19,25,27,0,0,0,0,36,4,0,0,0,0,223,5,524,38,34,22.67,12,20.69,34,30,41,2,39,12,14,10.26,0,1,,0,0,0,Gylfi Sigurðsson,Everton,43192,48,MF
2,1,0,156,55.71,32,36.78,72,66.06,22,3,82.55,188,51.23,1875,62,17,49,24,0,0,0,0,23,7,0,0,0,0,283,5,596,26,3,25,24,66.67,23,26,22,3,32,7,13,6.25,1,3,,0,0,0,Ruben Loftus-Cheek,Crystal Palace,284441,7,MF
1,11,0,144,52.36,97,54.19,16,88.89,92,0,82.6,241,53.08,2901,37,53,11,34,0,0,0,0,35,12,0,0,0,0,289,3,1524,23,1,16.67,88,53.66,69,72,67,1,27,4,7,3.7,1,3,,0,2,1,Oriol Romeu,Southampton,69416,45,MF
1,6,0,53,48.18,5,27.78,13,81.25,33,1,83.76,58,45.31,2008,7,13,7,24,0,0,0,0,17,0,0,0,0,0,171,1,851,19,10,28.57,68,51.13,46,18,36,0,19,7,5,5.26,0,0,,0,0,0,Steven Defour,Burnley,5942,6,MF
3,4,1,123,50.41,16,47.06,62,65.96,39,1,83.33,139,50,2426,23,22,30,33,0,0,0,0,28,1,0,0,0,0,299,3,820,32,18,18.37,43,68.25,23,13,39,4,46,12,13,6.52,2,8,,0,0,0,Anthony Knockaert,Brighton & Hove Albion,116664,30,MF
2,1,0,68,48.23,2,10.53,17,50,31,2,77.27,70,43.75,1030,20,15,19,13,0,0,0,0,9,0,0,0,0,0,90,2,272,14,10,27.03,9,40.91,15,9,23,1,23,5,11,8.7,3,0,,0,0,1,Kenedy,Newcastle United,801391,39,MF
2,3,0,101,56.11,20,42.55,24,96,53,0,80.45,121,53.3,1562,24,27,19,21,0,0,0,0,24,5,0,0,0,0,126,1,609,6,3,37.5,49,56.98,24,19,34,0,13,5,4,15.38,1,0,,0,1,0,Pedro Obiang,West Ham United,46799,37,MF
0,0,0,3,33.33,1,100,1,100,1,1,83.33,4,40,35,1,3,3,3,0,0,0,0,0,0,0,0,0,0,5,1,15,1,0,0,1,100,0,0,0,0,2,0,1,0,0,0,,0,0,0,Charly Musonda Jr,Chelsea,285937,38,MF
0,0,0,1,100,0,0,0,0,1,0,100,1,100,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,6,2,1,50,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,Dodi Lukebakio,Watford,823631,24,MF
0,3,0,83,48.82,11,34.38,14,73.68,53,4,82.63,94,46.53,2569,17,23,21,37,0,0,0,0,33,6,0,0,0,0,377,6,1194,46,41,31.78,80,54.79,29,15,39,0,20,3,9,0,2,1,,1,0,0,Tom Carroll,Swansea City,801460,74,MF
0,7,0,104,41.11,6,30,10,43.48,71,1,82.47,110,40.29,2386,23,35,29,31,0,0,0,0,29,7,0,0,0,0,283,5,1068,42,48,35.29,63,44.68,79,28,73,1,38,12,14,0,2,1,,1,3,0,Yohan Cabaye,Crystal Palace,3574,7,MF
3,0,0,51,48.11,33,49.25,11,78.57,23,0,81.45,84,48.55,1415,18,19,7,19,0,0,0,0,19,4,0,0,0,0,112,0,698,9,0,0,45,59.21,19,49,27,0,14,4,1,21.43,0,2,,0,1,1,Vicente Iborra,Leicester City,32690,31,MF
4,6,0,127,52.48,10,41.67,20,76.92,61,0,83.84,137,51.5,2405,46,28,22,29,0,0,0,0,40,5,0,0,0,0,231,2,1110,20,8,34.78,114,63.69,47,22,60,1,15,6,4,26.67,0,2,,0,1,0,Mark Noble,West Ham United,9741,37,MF
7,3,0,76,40.86,18,41.86,45,48.91,14,5,78.3,94,41.05,1807,17,21,31,35,0,0,0,0,14,2,0,0,0,0,200,7,451,22,9,11.11,16,55.17,8,14,12,3,61,21,23,11.48,2,9,,0,0,0,Marcus Rashford,Manchester United,814590,35,MF
