goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsOcnceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Position
13,8,0,201,51.41,76,38.58,61,54.95,70,3,66.62,277,47.11,3081,72,43,74,36,0,0,0,0,0,0,0,0,0,0,246,13,525,34,4,7.14,21,50,12,40,29,5,90,32,24,14.44,3,17,,0,0,0,Richarlison,Everton,840217,48,FW
11,0,1,112,40.29,7,15.56,62,57.94,23,10,84.69,119,36.84,2485,27,17,57,30,0,0,0,0,0,0,0,0,0,0,307,12,675,42,13,16.88,22,62.86,19,17,48,6,81,38,19,13.58,3,17,,0,1,1,Heung-min Son,Tottenham Hotspur,111505,33,FW
10,3,0,110,47.01,91,45.5,65,63.11,13,3,68.39,201,46.31,1770,35,41,45,24,0,0,0,0,0,0,0,0,0,0,162,7,305,26,10,20.83,9,45,9,5,10,14,68,31,14,14.71,2,11,,0,0,0,Michail Antonio,West Ham United,47772,37,FW
10,8,0,97,45.12,29,33.33,24,51.06,31,4,76.44,126,41.72,1890,45,44,37,30,0,0,0,0,0,0,0,0,0,0,157,4,386,24,5,33.33,12,44.44,7,14,15,5,52,26,8,19.23,1,13,,0,0,0,Alexandre Lacazette,Arsenal,50070,42,FW
22,3,0,115,38.33,45,28.3,48,49.48,42,2,62.67,160,34.86,2812,25,36,50,38,0,0,0,0,0,0,0,0,0,0,201,2,403,35,7,24.14,18,33.96,9,24,54,8,93,38,27,23.66,6,12,,1,0,0,Danny Ings,Southampton,130181,45,FW
10,3,0,62,41.06,198,41.25,10,50,19,2,54.16,260,41.2,2234,36,37,26,27,0,0,0,0,0,0,0,0,0,0,200,8,384,29,1,10,9,37.5,11,26,23,9,45,23,13,22.22,0,12,,0,0,0,Troy Deeney,Watford,22109,24,FW
5,4,0,141,51.09,21,33.87,72,54.14,32,6,81.44,162,47.93,2023,37,14,53,31,0,0,0,0,0,0,0,0,0,0,264,8,575,40,29,26.61,16,69.57,8,4,8,2,50,18,13,10,3,4,,0,0,0,Nicolas Pépé,Arsenal,593526,42,FW
2,4,1,46,44.23,145,56.2,19,82.61,9,1,54.3,191,52.76,1272,20,25,23,24,0,0,0,0,0,0,0,0,0,0,95,4,183,19,1,20,7,87.5,4,28,10,3,41,19,7,4.88,3,12,,0,1,0,Christian Benteke,Crystal Palace,45970,7,FW
1,1,0,37,49.33,3,42.86,12,57.14,15,1,83.17,40,48.78,672,11,8,9,11,0,0,0,0,0,0,0,0,0,0,94,1,262,17,3,15,10,58.82,9,1,12,1,22,10,8,4.55,0,0,,0,0,0,Pedro,Chelsea,35428,38,FW
7,1,0,79,40.1,218,51.42,24,60,22,1,65.84,297,47.83,2263,38,46,35,32,0,0,0,0,0,0,0,0,0,0,188,2,505,24,1,12.5,14,60.87,8,26,27,6,56,27,10,12.5,0,18,,0,0,0,Sébastien Haller,West Ham United,149731,37,FW
8,1,0,20,38.46,50,49.02,3,75,8,0,68.23,70,45.45,999,9,17,8,18,0,0,0,0,0,0,0,0,0,0,64,1,204,8,0,0,0,0,2,13,10,6,39,19,4,20.51,1,9,,0,0,0,Olivier Giroud,Chelsea,39070,38,FW
13,9,0,62,41.33,180,45.45,14,51.85,7,1,64.01,242,44.32,2642,44,57,23,36,0,0,0,0,0,0,0,0,0,0,177,1,354,15,4,21.05,11,68.75,6,36,9,17,85,38,15,15.29,2,13,,0,0,0,Dominic Calvert-Lewin,Everton,372344,48,FW
10,0,0,46,46.46,5,21.74,21,65.63,17,1,86.26,51,41.8,1317,8,12,15,31,0,0,0,0,0,0,0,0,0,0,179,1,427,14,0,0,18,75,6,5,15,2,39,20,7,25.64,1,3,,0,1,0,Mason Greenwood,Manchester United,942116,35,FW
3,0,0,181,56.39,9,28.13,121,67.22,13,4,79.12,190,53.82,1870,48,18,51,26,0,0,0,0,0,0,0,0,0,0,166,8,341,33,7,15.56,21,60,9,4,14,4,46,21,14,6.52,2,3,,0,0,0,Allan Saint-Maximin,Newcastle United,347010,39,FW
5,1,0,32,34.41,3,9.09,16,59.26,3,3,80.9,35,27.78,967,13,24,21,20,0,0,0,0,0,0,0,0,0,0,109,3,216,15,0,0,6,85.71,3,7,8,5,36,20,7,13.89,0,9,,0,0,0,Kelechi Iheanacho,Leicester City,359642,31,FW
9,6,0,223,49.56,80,31.87,73,62.39,48,2,81.33,303,43.22,3160,105,59,95,37,0,0,0,0,0,0,0,0,0,0,261,4,662,30,1,4,19,59.38,15,20,32,5,58,24,14,15.52,1,9,,0,0,0,Jordan Ayew,Crystal Palace,103045,7,FW
1,0,0,19,55.88,0,0,7,63.64,3,0,72.63,19,47.5,287,9,5,4,9,0,0,0,0,0,0,0,0,0,0,31,2,69,5,1,20,3,42.86,2,1,2,0,10,3,4,10,0,3,,0,0,0,Daniel Podence,Wolverhampton,308764,3,FW
4,3,0,117,41.64,1,5.26,62,59.05,33,5,80.17,118,39.33,2105,22,27,52,28,0,0,0,0,0,0,0,0,0,0,267,5,578,44,14,14.58,21,65.63,25,5,47,5,64,21,21,6.25,5,18,,0,0,0,Gerard Deulofeu,Watford,96372,24,FW
6,4,0,84,43.75,200,50.25,22,50,37,0,60.45,284,48.14,2129,28,28,34,36,0,0,0,0,0,0,0,0,0,0,175,2,373,10,1,11.11,9,52.94,15,40,29,10,50,25,7,12,0,5,,0,0,0,Oliver McBurnie,Sheffield United,367228,15,FW
8,0,0,110,40.44,25,34.72,36,52.94,45,4,79.7,135,39.24,2019,30,30,58,33,0,0,0,0,0,0,0,0,0,0,269,6,585,29,7,25.93,11,47.83,14,8,46,3,47,22,11,17.02,1,6,,0,1,1,Ayoze Pérez,Leicester City,345195,31,FW
15,2,0,47,35.07,90,44.12,16,45.71,8,3,66.83,137,40.53,2225,24,17,42,34,0,0,0,0,0,0,0,0,0,0,101,3,272,21,3,27.27,6,46.15,6,27,11,22,88,40,14,17.05,3,23,,0,0,0,Tammy Abraham,Chelsea,610766,38,FW
6,0,0,88,47.83,28,41.79,43,53.09,16,8,79.54,116,46.22,2095,29,20,23,36,0,0,0,0,0,0,0,0,0,0,297,6,556,35,5,12.2,11,47.83,8,4,18,8,61,28,15,9.84,0,4,,0,1,0,Harvey Barnes,Leicester City,855647,31,FW
2,0,0,48,41.38,113,49.13,6,46.15,19,2,54.07,161,46.53,1404,25,32,20,26,0,0,0,0,0,0,0,0,0,0,114,2,206,20,3,15.79,3,33.33,4,16,12,6,33,14,5,6.06,2,12,,0,0,0,Shane Long,Southampton,10486,45,FW
7,4,0,153,43.47,30,36.59,66,49.62,28,1,79.88,183,42.17,2297,61,42,57,34,0,0,0,0,0,0,0,0,0,0,264,3,671,29,9,23.68,24,72.73,9,9,36,12,69,26,23,10.14,1,3,,0,2,0,Diogo Jota,Wolverhampton,606164,3,FW
2,0,0,19,52.78,12,24,7,100,4,0,68.37,31,36.05,478,8,8,8,10,0,0,0,0,0,0,0,0,0,0,33,1,67,5,0,0,3,37.5,0,2,3,1,15,5,3,13.33,0,2,,0,0,0,Cenk Tosun,Crystal Palace,72127,7,FW
0,0,0,2,66.67,3,75,0,0,0,0,80,5,71.43,23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,,0,0,0,George Hirst,Leicester City,839712,31,FW
5,3,0,41,36.61,69,42.59,12,50,15,1,71.66,110,40.15,1790,14,43,18,21,0,0,0,0,0,0,0,0,0,0,110,1,263,11,0,0,12,75,4,23,5,5,35,18,8,14.29,1,14,,0,0,0,Wesley Moraes,Aston Villa,798314,40,FW
11,3,0,51,34.46,5,10.2,24,55.81,12,3,79.77,56,28.43,2892,15,23,34,36,0,0,0,0,0,0,0,0,0,0,173,4,422,30,0,0,2,33.33,6,6,22,11,80,35,24,13.75,1,17,,0,0,0,Teemu Pukki,Norwich City,15242,263,FW
2,2,0,90,51.43,85,40.48,31,64.58,41,2,74.92,175,45.45,1822,18,30,27,28,0,0,0,0,0,0,0,0,0,0,187,4,457,18,3,37.5,18,50,3,23,15,15,46,20,8,4.35,0,12,,0,0,1,David McGoldrick,Sheffield United,15033,15,FW
10,3,0,89,36.63,26,22.61,24,35.29,20,3,79.64,115,32.12,2768,46,38,56,37,0,0,0,0,0,0,0,0,0,0,235,3,532,25,2,16.67,15,62.5,4,8,20,10,96,38,31,10.42,1,15,,0,0,0,Neal Maupay,Brighton & Hove Albion,268903,30,FW
8,10,0,76,36.36,65,30.52,24,53.33,12,1,64.51,141,33.41,2909,40,55,51,35,0,0,0,0,0,0,0,0,0,0,170,4,329,29,5,18.52,9,69.23,4,16,15,10,55,21,10,14.55,0,32,,0,0,1,Callum Wilson,Bournemouth,113956,60,FW
1,6,0,96,54.86,7,14.58,32,58.18,36,5,81.48,103,46.19,1753,28,22,22,26,0,0,0,0,0,0,0,0,0,0,177,6,550,21,8,11.94,18,51.43,12,11,18,1,13,4,4,7.69,1,10,,0,0,0,Bukayo Saka,Arsenal,934235,42,FW
5,0,0,62,37.58,2,10.53,29,54.72,22,3,74.51,64,34.78,2013,11,14,33,31,0,0,0,0,0,0,0,0,0,0,258,5,529,43,19,25.33,40,63.49,9,6,32,8,41,12,8,12.2,2,4,,0,0,1,Leandro Trossard,Brighton & Hove Albion,135666,30,FW
6,0,0,95,38,59,46.83,52,48.6,16,4,72.34,154,40.96,2019,27,37,54,26,0,0,0,0,0,0,0,0,0,0,162,8,361,30,6,27.27,5,41.67,8,8,12,3,26,13,4,23.08,0,7,,0,0,0,Joshua King,Bournemouth,100621,60,FW
14,1,0,38,33.93,120,38.96,6,42.86,7,1,63.04,158,37.62,2444,28,34,30,32,0,0,0,0,0,0,0,0,0,0,119,1,290,22,0,0,3,50,4,18,10,20,65,31,8,21.54,0,35,,0,0,0,Chris Wood,Burnley,50480,6,FW
4,1,0,40,48.78,18,40.91,12,46.15,12,1,70.92,58,46.03,742,16,12,12,28,0,0,0,0,0,0,0,0,0,0,64,1,139,8,3,16.67,5,31.25,4,5,5,0,14,6,4,28.57,0,0,,0,0,0,Divock Origi,Liverpool,190399,44,FW
4,0,0,40,47.06,41,35.04,18,72,6,2,64.92,81,40.1,1139,16,17,21,30,0,0,0,0,0,0,0,0,0,0,75,5,161,13,1,7.69,6,54.55,2,9,3,8,36,10,14,11.11,1,10,,0,0,0,Che Adams,Southampton,773409,45,FW
0,1,0,24,41.38,90,64.75,6,54.55,5,4,61.06,114,57.87,632,14,17,11,19,0,0,0,0,0,0,0,0,0,0,45,2,127,12,2,40,7,41.18,2,24,6,2,16,3,6,0,0,6,,1,0,0,Andy Carroll,Newcastle United,18998,39,FW
1,0,0,97,54.49,5,31.25,38,71.7,34,1,76.59,102,52.58,1297,26,9,35,24,0,0,0,0,0,0,0,0,0,0,128,3,301,14,16,23.88,11,28.95,15,6,22,0,12,5,4,8.33,0,1,,1,0,1,Andros Townsend,Crystal Palace,47992,7,FW
1,0,0,3,27.27,10,50,2,50,1,1,58.7,13,41.94,95,0,4,2,6,0,0,0,0,0,0,0,0,0,0,13,1,27,3,0,0,2,100,1,0,0,1,3,2,0,33.33,0,1,,0,0,0,Connor Wickham,Crystal Palace,50485,7,FW
4,2,0,27,56.25,21,29.58,2,66.67,12,2,68.97,48,40.34,853,13,6,11,20,0,0,0,0,0,0,0,0,0,0,34,2,100,6,2,66.67,3,50,2,9,4,5,23,10,5,17.39,1,2,,0,0,0,Dwight Gayle,Newcastle United,232118,39,FW
6,1,0,50,40,23,24.73,28,68.29,9,4,70,73,33.49,1232,14,24,38,30,0,0,0,0,0,0,0,0,0,0,81,7,168,12,1,25,2,66.67,4,2,4,6,37,9,14,16.22,1,16,,0,0,0,Lys Mousset,Sheffield United,377108,15,FW
2,4,1,101,57.06,3,15.79,44,66.67,27,2,74.06,104,53.06,932,30,23,21,18,0,0,0,0,0,0,0,0,0,0,69,3,177,11,4,19.05,5,22.73,9,9,10,3,20,8,3,10,0,3,,0,0,0,Moussa Djenepo,Southampton,869910,45,FW
3,1,1,54,47.37,19,32.2,16,72.73,6,2,74.06,73,42.2,1058,32,20,31,25,0,0,0,0,0,0,0,0,0,0,89,5,157,14,1,9.09,2,50,1,2,5,5,16,7,3,18.75,1,11,,0,0,0,Billy Sharp,Sheffield United,20514,15,FW
3,0,0,50,49.5,19,31.15,6,30,7,1,77.4,69,42.59,1266,38,16,20,24,0,0,0,0,0,0,0,0,0,0,44,1,113,6,0,0,1,50,0,3,7,5,38,14,13,7.89,0,14,,0,0,0,Aaron Connolly,Brighton & Hove Albion,895579,30,FW
0,0,0,34,50.75,1,16.67,11,68.75,11,1,78.76,35,47.95,446,12,10,8,11,0,0,0,0,0,0,0,0,0,0,33,0,89,6,4,57.14,3,33.33,8,1,10,0,6,1,2,0,0,1,,0,0,0,Anthony Gordon,Everton,914902,48,FW
1,1,0,31,48.44,42,36.84,9,60,6,0,68.02,73,41.01,946,18,9,12,14,0,0,0,0,0,0,0,0,0,0,63,1,117,10,1,33.33,5,83.33,1,6,7,3,17,3,5,5.88,0,8,,0,0,0,Mbwana Ally Samatta,Aston Villa,825088,40,FW
3,1,0,28,38.36,9,18.75,14,58.33,7,2,80.29,37,30.58,682,7,11,15,21,0,0,0,0,0,0,0,0,0,0,51,2,110,10,0,0,3,100,6,0,12,0,12,5,5,25,0,3,,0,0,0,Michael Obafemi,Southampton,921216,45,FW
8,1,0,60,34.88,80,34.78,18,46.15,29,1,69.83,140,34.83,2018,15,26,43,36,0,0,0,0,0,0,0,0,0,0,149,1,324,6,1,6.67,6,54.55,5,11,25,11,67,30,12,11.94,2,22,,0,0,0,Jay Rodriguez,Burnley,26989,6,FW
5,1,0,105,42.51,19,30.16,47,48.96,11,4,81.5,124,40,2028,47,22,56,28,0,0,0,0,0,0,0,0,0,0,184,9,401,25,18,18.18,8,88.89,18,6,18,6,44,13,14,11.36,0,13,,0,0,0,Ismaïla Sarr,Watford,845286,24,FW
2,1,0,42,37.84,11,28.21,25,52.08,6,2,76.8,53,35.33,840,11,27,19,29,0,0,0,0,0,0,0,0,0,0,43,5,96,10,2,16.67,1,16.67,5,1,0,4,30,13,5,6.67,0,4,,0,1,0,Moise Kean,Everton,835601,48,FW
2,0,0,16,44.44,8,28.57,3,60,4,0,69.49,24,37.5,303,9,5,9,12,0,0,0,0,0,0,0,0,0,0,16,1,41,2,1,16.67,0,0,2,1,4,2,11,4,3,18.18,0,4,,0,0,0,Patrick Cutrone,Wolverhampton,795044,3,FW
1,0,0,7,43.75,2,20,2,40,5,0,72.22,9,34.62,57,0,1,3,8,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,1,2,0,2,1,0,50,0,0,,0,0,0,Dennis Srbeny,Norwich City,168801,263,FW
0,0,0,3,42.86,2,40,3,75,0,0,77.78,5,41.67,35,0,1,2,3,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,33.33,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,João Pedro,Watford,975079,24,FW
2,1,0,11,26.19,16,34.78,6,54.55,4,0,65.33,27,30.68,772,1,10,14,23,0,0,0,0,0,0,0,0,0,0,52,3,98,10,0,0,4,66.67,1,2,2,3,19,7,3,10.53,0,6,,0,0,0,Andre Gray,Watford,73951,24,FW
1,0,0,0,0,0,0,0,0,0,0,85,0,0,107,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,1,0,1,1,3,2,0,33.33,0,2,,0,0,0,Javier Hernández,West Ham United,34312,37,FW
0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,23,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,Brandon Pierrick,Crystal Palace,1012390,7,FW
0,0,0,1,50,0,0,0,0,1,0,80,1,50,37,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,1,100,1,0,0,0,1,1,0,0,0,0,,0,0,0,Josh Martin,Norwich City,1018847,263,FW
0,0,0,26,44.83,27,36.99,14,70,1,0,73.53,53,40.46,556,11,12,11,18,0,0,0,0,0,0,0,0,0,0,47,0,100,5,0,0,2,100,0,3,3,3,17,5,2,0,0,3,,0,0,0,Keinan Davis,Aston Villa,830858,40,FW
1,3,0,39,39.39,2,14.29,13,56.52,15,0,87.72,41,36.28,932,11,28,11,22,0,0,0,0,0,0,0,0,0,0,167,1,343,20,0,0,4,36.36,3,0,13,2,22,6,10,4.55,0,0,,0,0,0,Jesse Lingard,Manchester United,205508,35,FW
1,1,0,15,27.78,4,17.39,5,38.46,6,1,84.06,19,24.68,700,4,11,17,16,0,0,0,0,0,0,0,0,0,0,49,1,116,4,3,20,4,40,7,3,5,1,12,4,3,8.33,0,1,,0,0,0,Callum Robinson,Sheffield United,190851,15,FW
0,2,0,89,45.88,7,38.89,53,61.63,16,2,77.43,96,45.28,768,20,25,40,20,0,0,0,0,0,0,0,0,0,0,116,4,223,15,3,11.11,6,60,4,0,9,1,18,7,6,0,0,2,,0,0,0,Sofiane Boufal,Southampton,257205,45,FW
1,0,0,19,31.15,38,47.5,0,0,5,1,61.68,57,40.43,794,15,15,15,23,0,0,0,0,0,0,0,0,0,0,47,2,103,3,0,0,1,16.67,1,11,7,4,18,5,3,5.56,0,10,,0,0,0,Glenn Murray,Brighton & Hove Albion,20097,30,FW
2,0,0,33,41.77,28,50.91,9,45,14,0,75.15,61,45.52,820,10,9,20,18,0,0,0,0,0,0,0,0,0,0,61,0,124,3,0,0,0,0,5,5,8,5,22,9,4,9.09,0,2,,0,0,0,Danny Welbeck,Watford,33902,24,FW
2,0,0,22,48.89,19,28.79,6,33.33,4,1,74.26,41,36.94,817,12,1,7,19,0,0,0,0,0,0,0,0,0,0,49,1,101,8,0,0,0,0,1,6,3,7,18,10,1,11.11,1,3,,0,0,0,Matěj Vydra,Burnley,58488,6,FW
0,0,0,2,33.33,4,44.44,1,50,0,0,55.56,6,40,25,1,2,1,4,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,,0,0,0,Sam Surridge,Bournemouth,817567,60,FW
0,0,0,6,37.5,0,0,3,50,2,0,88,6,35.29,105,1,1,4,11,0,0,0,0,0,0,0,0,0,0,6,0,22,2,0,0,0,0,0,0,2,4,7,4,1,0,1,1,,0,0,0,Odion Ighalo,Manchester United,29774,35,FW
2,0,1,27,39.13,7,46.67,10,58.82,7,0,75,34,40.48,633,10,16,15,13,0,0,0,0,0,0,0,0,0,0,26,1,105,5,0,0,2,50,2,5,4,3,15,5,2,13.33,4,3,,0,0,0,Edward Nketiah,Arsenal,858194,42,FW
3,1,0,56,30.11,64,41.03,26,41.94,8,1,69.61,120,35.09,1649,23,15,54,32,0,0,0,0,0,0,0,0,0,0,145,1,300,15,1,16.67,9,56.25,8,16,28,6,32,8,14,9.38,2,4,,0,1,0,Dominic Solanke,Bournemouth,361420,60,FW
3,1,0,38,40.86,8,17.78,9,28.13,20,0,69.83,46,33.33,668,10,9,12,14,0,0,0,0,0,0,0,0,0,0,31,0,81,2,0,0,2,40,3,5,13,1,12,5,2,25,0,2,,0,0,0,Gabriel Martinelli,Arsenal,922573,42,FW
0,0,0,30,46.88,2,15.38,21,55.26,4,0,81,32,41.56,628,5,0,14,14,0,0,0,0,0,0,0,0,0,0,49,0,179,5,2,22.22,6,60,8,3,3,2,13,4,2,0,1,6,,0,1,0,Arnaut Danjuma,Bournemouth,827064,60,FW
1,0,0,87,45.79,6,17.14,42,55.26,27,2,77.17,93,41.33,1398,18,14,36,26,0,0,0,0,0,0,0,0,0,0,111,0,240,19,1,3.85,2,15.38,19,9,22,2,29,8,12,3.45,1,8,,0,0,0,Onel Hernández,Norwich City,137017,263,FW
0,0,0,1,50,0,0,0,0,0,0,100,1,33.33,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Armando Broja,Chelsea,996985,38,FW
0,0,0,0,0,0,0,0,0,0,0,100,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Troy Parrott,Tottenham Hotspur,966555,33,FW
0,0,0,3,60,2,50,1,100,0,0,52.63,5,55.56,86,2,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,,0,0,0,Jürgen Locadia,Brighton & Hove Albion,97409,30,FW
0,1,0,2,33.33,7,70,1,33.33,0,0,55.56,9,56.25,119,2,1,0,6,0,0,0,0,0,0,0,0,0,0,6,0,15,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,,0,0,0,Jonathan Kodjia,Aston Villa,123399,40,FW
0,0,0,11,57.89,1,14.29,5,55.56,3,0,84.38,12,46.15,218,3,2,2,8,0,0,0,0,0,0,0,0,0,0,10,0,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,,0,0,0,Yoshinori Muto,Newcastle United,335047,39,FW
1,0,1,13,26.53,18,34.62,6,42.86,3,0,77.5,31,30.69,674,4,6,15,21,0,0,0,0,0,0,0,0,0,0,29,1,124,4,0,0,2,40,1,5,8,3,14,6,3,7.14,2,7,,1,0,0,Josip Drmić,Norwich City,107025,263,FW
1,0,0,11,40.74,7,35,4,50,4,1,82.05,18,38.3,246,4,4,4,16,0,0,0,0,0,0,0,0,0,0,21,0,64,3,0,0,0,0,0,1,5,4,15,2,4,6.67,0,7,,0,0,0,Michy Batshuayi,Chelsea,147745,38,FW
0,0,0,1,9.09,1,9.09,0,0,1,0,80,2,9.09,149,0,6,2,9,0,0,0,0,0,0,0,0,0,0,7,0,12,2,0,0,0,0,0,0,0,0,3,0,2,0,0,2,,0,0,0,Albian Ajeti,West Ham United,282247,37,FW
0,0,0,6,33.33,3,21.43,0,0,2,0,72.92,9,28.13,231,4,2,5,12,0,0,0,0,0,0,0,0,0,0,14,0,35,1,0,0,0,0,0,1,1,1,6,2,1,0,1,1,,0,0,0,Adam Idah,Norwich City,879850,263,FW
0,1,0,3,33.33,0,0,1,33.33,0,0,76.47,3,17.65,65,2,2,2,5,0,0,0,0,0,0,0,0,0,0,8,0,13,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,Isaac Success,Watford,359640,24,FW
0,0,0,3,27.27,0,0,0,0,2,0,88.89,3,13.04,113,1,1,3,5,0,0,0,0,0,0,0,0,0,0,7,0,16,2,1,100,0,0,0,0,1,0,1,0,1,0,0,0,,0,0,0,Richairo Živković,Sheffield United,295137,15,FW
0,1,0,11,47.83,1,20,2,40,7,0,58.62,12,42.86,67,2,3,2,7,0,0,0,0,0,0,0,0,0,0,2,0,17,0,1,25,2,28.57,3,3,5,0,0,0,0,0,0,0,,0,0,0,Ignacio Pussetto,Watford,340509,24,FW
1,0,1,6,42.86,4,80,2,28.57,1,0,58.33,10,52.63,72,3,2,1,3,0,0,0,0,0,0,0,0,0,0,5,0,7,1,0,0,0,0,0,1,0,0,1,1,0,100,0,0,,0,0,0,Florin Andone,Brighton & Hove Albion,235444,30,FW
0,0,0,0,0,2,40,0,0,0,0,66.67,2,40,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,,0,0,0,Leon Clarke,Sheffield United,10629,15,FW
0,0,0,1,33.33,0,0,0,0,1,0,66.67,1,20,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,1,0,Borja Bastón,Aston Villa,114497,40,FW
0,0,0,4,36.36,0,0,0,0,4,0,100,4,28.57,26,0,2,5,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,Oumar Niasse,Everton,226780,48,FW
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Max Thompson,Burnley,1033353,6,FW
0,2,0,0,0,0,0,0,0,0,0,67.35,0,0,770,0,0,0,9,34,22,11,9,9,0,8,2,1,2,9,0,165,0,0,0,33,30.28,0,2,0,0,0,0,0,0,0,0,,0,0,0,Emiliano Martínez,Arsenal,158263,42,GK
0,2,0,4,66.67,10,83.33,1,100,0,0,72.25,14,77.78,2650,4,0,0,30,113,65,47,39,35,4,17,15,17,15,6,0,578,0,0,0,74,25.34,0,26,2,0,0,0,0,0,0,0,,2,0,0,Bernd Leno,Arsenal,103335,42,GK
0,0,0,0,0,6,75,0,0,0,0,67.09,6,66.67,1808,1,0,1,21,81,44,35,21,19,2,12,1,10,1,10,0,318,0,0,0,122,44.04,1,13,0,0,0,0,0,0,0,0,,2,0,0,Hugo Lloris,Tottenham Hotspur,9048,33,GK
0,2,0,1,100,17,100,0,0,0,0,36.72,18,100,3240,2,0,0,36,97,60,35,33,31,2,16,8,16,8,110,0,343,1,0,0,265,30.99,1,29,0,0,1,0,1,0,0,0,,1,0,0,Dean Henderson,Sheffield United,788134,15,GK
0,1,0,4,80,23,95.83,0,0,1,0,37.64,27,93.1,3420,6,0,0,38,120,77,41,50,41,9,46,17,11,18,90,1,379,3,0,0,277,30.68,3,26,1,0,0,0,0,0,0,0,,2,1,0,Nick Pope,Burnley,162653,6,GK
0,0,0,1,100,4,100,0,0,0,0,42.36,5,100,686,1,0,0,8,36,22,13,17,15,2,0,2,8,2,6,0,86,0,0,0,49,29.52,0,10,0,0,0,0,0,0,0,0,,2,0,0,Roberto Jiménez,West Ham United,14229,37,GK
0,1,0,4,80,17,89.47,0,0,1,0,49.55,21,87.5,3150,4,0,0,35,110,73,36,42,40,2,18,10,22,10,44,0,438,0,0,0,220,33.28,0,40,1,0,0,0,0,0,0,0,,2,1,0,Vicente Guaita,Crystal Palace,32023,7,GK
0,2,0,4,66.67,10,83.33,0,0,1,0,75.41,14,77.78,3420,7,0,0,38,96,70,26,41,39,2,14,7,8,8,21,2,779,3,0,0,248,50.2,1,12,1,0,1,0,0,0,0,0,,1,1,0,Kasper Schmeichel,Leicester City,1076,31,GK
0,0,0,3,50,12,100,0,0,1,0,79.18,15,83.33,3420,4,0,0,38,117,89,27,54,47,7,16,8,11,8,15,0,966,0,0,0,260,52.31,2,24,3,0,0,0,0,0,0,0,,0,2,0,Mathew Ryan,Brighton & Hove Albion,134029,30,GK
0,0,0,4,80,10,100,0,0,1,0,50.57,14,93.33,3420,4,0,0,38,140,95,44,58,50,8,21,8,18,9,37,0,490,0,0,0,300,38.66,1,35,1,0,0,0,0,0,0,0,,5,0,0,Martin Dúbravka,Newcastle United,42209,39,GK
0,0,1,1,33.33,6,100,0,0,0,1,84.6,7,77.78,2545,1,1,0,29,58,32,26,23,23,0,7,19,9,19,10,1,681,1,0,0,115,49.57,1,22,2,0,0,0,0,0,0,0,,1,2,0,Alisson,Liverpool,243609,44,GK
