goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Position
4,1,0,122,52.14,19,35.19,40,62.5,38,6,81.55,141,48.96,1908,44,17,41,35,0,0,0,0,0,0,0,0,0,0,283,8,694,48,5,14.71,27,58.7,9,9,30,3,44,13,13,9.09,0,3,,0,0,0,Emiliano Buendía,Aston Villa,783126,40,MF
0,1,0,111,58.73,37,67.27,42,70,29,2,89.68,148,60.66,1387,41,18,33,24,0,0,0,0,0,0,0,0,0,0,245,4,860,19,2,28.57,14,58.33,11,17,9,0,19,6,6,0,0,2,,0,0,1,Ruben Loftus-Cheek,Chelsea,284441,38,MF
6,4,0,105,42.17,23,43.4,23,42.59,54,3,78.12,128,42.38,2799,28,24,28,36,0,0,0,0,0,0,0,0,0,0,424,10,1028,48,17,19.54,69,56.1,27,14,62,3,43,12,14,13.95,1,6,,0,1,0,Pablo Fornals,West Ham United,816763,37,MF
5,3,0,117,51.77,4,11.43,55,51.89,30,4,81.52,121,46.36,2347,32,12,36,34,0,0,0,0,0,0,0,0,0,0,231,6,516,42,34,26.36,28,53.85,15,13,12,0,65,17,27,7.69,1,3,,1,0,0,Demarai Gray,Everton,355152,48,MF
0,4,0,93,52.54,42,56.76,11,64.71,60,0,80.19,135,53.78,1619,22,30,15,19,0,0,0,0,0,0,0,0,0,0,93,0,745,2,0,0,29,43.28,42,52,33,0,14,4,5,0,0,1,,0,1,0,Wilfred Ndidi,Leicester City,787885,31,MF
2,5,1,47,51.09,10,50,9,75,30,1,81.31,57,50.89,1985,8,18,5,24,0,0,0,0,0,0,0,0,0,0,154,1,731,16,9,20.93,118,60.2,22,19,20,0,30,14,5,6.67,1,0,,1,1,0,Jonjo Shelvey,Newcastle United,36465,39,MF
0,4,0,74,49.66,22,41.51,21,70,33,3,83.06,96,47.52,1443,20,24,14,21,0,0,0,0,0,0,0,0,0,0,169,3,755,16,6,33.33,40,43.01,30,26,28,0,9,3,4,0,0,3,,0,0,0,James McArthur,Crystal Palace,39282,7,MF
0,5,0,39,62.9,16,44.44,3,75,22,0,88.39,55,56.12,1133,15,12,8,19,0,0,0,0,0,0,0,0,0,0,186,1,723,18,1,50,35,59.32,13,11,2,0,20,8,4,0,0,0,,1,3,0,Albert Sambi Lokonga,Arsenal,901892,42,MF
1,7,1,80,43.96,36,64.29,39,72.22,13,9,83.47,116,48.74,1354,29,39,27,20,0,0,0,0,0,0,0,0,0,0,259,6,732,24,3,25,73,73.74,13,16,22,4,32,8,9,3.13,0,0,,0,0,0,Paul Pogba,Manchester United,111802,35,MF
10,1,0,67,50,7,28,32,60.38,14,2,87.35,74,46.54,1926,21,5,25,33,0,0,0,0,0,0,0,0,0,0,273,3,670,30,5,11.11,13,59.09,15,10,16,5,40,23,9,25,0,2,,0,1,0,Emile Smith Rowe,Arsenal,867445,42,MF
3,1,0,8,29.63,1,16.67,1,20,3,0,85.29,9,27.27,183,4,4,5,11,0,0,0,0,0,0,0,0,0,0,24,1,58,2,0,0,2,66.67,1,2,6,0,7,4,2,42.86,0,0,,0,0,0,Takumi Minamino,Liverpool,155818,44,MF
2,4,0,77,46.95,7,29.17,28,45.16,22,5,81.35,84,44.68,1151,27,16,21,26,0,0,0,0,0,0,0,0,0,0,197,8,445,24,18,18.75,28,62.22,6,6,17,0,19,10,4,10.53,0,1,,0,0,0,Michael Olise,Crystal Palace,978838,7,MF
1,9,0,133,50.76,68,66.67,36,76.6,65,1,85.56,201,55.22,2392,33,55,32,30,0,0,0,0,0,0,0,0,0,0,269,1,1055,23,3,23.08,56,65.88,31,60,31,1,27,7,12,3.7,1,1,,0,1,0,Scott McTominay,Manchester United,879346,35,MF
0,3,0,51,43.22,28,62.22,17,77.27,31,4,87.1,79,48.47,1392,3,26,21,23,0,0,0,0,0,0,0,0,0,0,198,4,905,14,2,33.33,51,75,31,18,16,0,6,1,1,0,0,0,,0,3,1,Nemanja Matić,Manchester United,44241,35,MF
1,1,0,47,46.53,4,33.33,16,61.54,14,2,85.31,51,45.13,966,17,10,20,15,0,0,0,0,0,0,0,0,0,0,168,3,302,25,5,15.63,9,52.94,2,5,15,3,18,7,6,5.56,0,4,,0,1,0,Callum Hudson-Odoi,Chelsea,867442,38,MF
2,1,0,40,49.38,22,59.46,9,81.82,21,1,88.78,62,52.54,981,10,14,7,19,0,0,0,0,0,0,0,0,0,0,155,2,744,10,1,50,35,62.5,8,13,18,2,18,4,3,11.11,1,0,,0,1,0,Fernandinho,Manchester City,13630,17,MF
1,4,0,126,55.26,17,56.67,42,51.85,64,2,76.66,143,55.43,1837,20,14,27,23,0,0,0,0,0,0,0,0,0,0,141,3,578,17,24,25,28,28.87,22,30,22,0,13,4,2,7.69,0,3,,0,1,0,Rayan Aït-Nouri,Wolverhampton,931278,3,MF
0,0,0,5,50,0,0,0,0,4,0,93.2,5,41.67,184,1,3,1,4,0,0,0,0,0,0,0,0,0,0,22,1,96,2,0,0,6,100,1,1,0,0,0,0,0,0,0,0,,0,0,0,Luke Cundle,Wolverhampton,988966,3,MF
2,7,0,124,50.61,26,44.83,24,55.81,59,3,86.78,150,49.5,2720,41,37,17,34,0,0,0,0,0,0,0,0,0,0,239,2,1260,37,20,24.1,53,54.08,34,22,51,0,23,8,8,8.7,0,0,,0,1,0,Douglas Luiz,Aston Villa,867887,40,MF
5,2,0,71,53.79,5,22.73,25,69.44,28,3,91.93,76,49.35,1803,18,11,16,30,0,0,0,0,0,0,0,0,0,0,308,3,1105,23,7,25,32,82.05,19,10,25,1,16,7,3,31.25,0,1,,0,0,0,Manuel Lanzini,West Ham United,220315,37,MF
0,0,0,11,44,2,50,2,22.22,3,0,84.23,13,44.83,348,6,2,0,6,0,0,0,0,0,0,0,0,0,0,100,0,203,9,3,30,6,54.55,4,2,6,0,10,1,3,0,0,0,,0,0,0,Harvey Elliott,Liverpool,955245,44,MF
0,1,0,134,64.11,29,47.54,16,55.17,104,2,71.94,163,60.37,3102,14,16,26,36,0,0,0,0,0,0,0,0,0,0,278,2,1074,21,23,37.1,65,29.82,41,83,21,0,4,0,3,0,0,2,,0,0,0,Tyrick Mitchell,Crystal Palace,988275,7,MF
1,10,1,70,46.36,27,48.21,19,73.08,32,2,86.84,97,46.86,2331,19,29,23,27,0,0,0,0,0,0,0,0,0,0,459,2,1340,32,9,36,53,56.99,21,28,25,0,27,5,11,3.7,0,2,,0,0,0,Granit Xhaka,Arsenal,117777,42,MF
0,7,0,53,42.4,9,40.91,10,55.56,21,3,75.2,62,42.18,2289,22,29,14,27,0,0,0,0,0,0,0,0,0,0,268,7,837,34,30,24.59,78,44.32,30,15,21,0,14,2,8,0,1,0,,1,0,1,Ashley Westwood,Burnley,49647,6,MF
4,4,0,105,44.87,29,21.64,39,48.75,28,7,69.04,134,36.41,2915,38,20,57,35,0,0,0,0,0,0,0,0,0,0,223,4,504,34,17,22.67,24,48.98,11,14,14,9,77,22,18,5.19,7,13,,0,0,0,Bryan Mbeumo,Brentford,927083,50,MF
0,1,0,73,45.63,17,39.53,23,60.53,30,2,77.36,90,44.33,1743,20,31,29,31,0,0,0,0,0,0,0,0,0,0,222,4,492,35,26,27.66,39,51.32,18,23,15,1,20,10,3,0,1,12,,0,0,0,Solly March,Brighton & Hove Albion,301288,30,MF
2,3,0,35,52.24,5,18.52,1,25,10,3,77.46,40,42.55,1477,24,10,11,27,0,0,0,0,0,0,0,0,0,0,118,4,299,25,33,37.5,13,43.33,11,8,8,1,24,8,8,8.33,0,2,,0,0,0,Ryan Fraser,Newcastle United,138261,39,MF
0,2,0,29,55.77,5,55.56,5,71.43,18,0,84.31,34,55.74,671,6,8,0,11,0,0,0,0,0,0,0,0,0,0,58,0,258,4,0,0,28,65.12,14,10,13,0,2,0,2,0,0,0,,0,0,0,Fabian Delph,Everton,24048,48,MF
1,3,0,52,57.14,12,30.77,8,66.67,38,1,83.52,64,49.23,1485,6,15,11,21,0,0,0,0,0,0,0,0,0,0,205,2,730,18,21,21,32,40.51,16,30,9,0,12,1,6,8.33,0,3,,1,0,0,Cédric Soares,Arsenal,44760,42,MF
6,6,0,141,53.41,16,32,30,62.5,67,1,86.98,157,50,2476,44,32,36,34,0,0,0,0,0,0,0,0,0,0,273,2,882,21,5,19.23,24,55.81,24,25,39,3,34,11,11,17.65,0,1,,0,0,0,Jacob Ramsey,Aston Villa,975937,40,MF
2,0,0,30,45.45,5,29.41,12,70.59,15,1,82.28,35,42.17,791,3,10,10,17,0,0,0,0,0,0,0,0,0,0,127,2,311,10,4,15.38,23,69.7,6,5,11,0,21,3,7,9.52,0,2,,0,0,0,Alex Oxlade-Chamberlain,Liverpool,10577,44,MF
2,6,0,112,48.48,35,48.61,21,51.22,75,4,79.59,147,48.51,2544,16,39,22,30,0,0,0,0,0,0,0,0,0,0,262,3,862,19,1,9.09,31,50,28,30,39,1,34,11,13,5.88,1,1,,0,0,0,Abdoulaye Doucouré,Everton,96535,48,MF
0,3,0,85,57.43,51,63.75,13,76.47,52,1,81.98,136,59.65,1984,21,29,11,27,0,0,0,0,0,0,0,0,0,0,97,1,655,5,1,25,30,45.45,38,33,21,0,7,0,1,0,0,0,,0,0,0,Cheikhou Kouyaté,Crystal Palace,45944,7,MF
0,4,0,80,47.9,17,36.96,7,58.33,54,1,81.96,97,45.54,1595,19,33,16,20,0,0,0,0,0,0,0,0,0,0,153,1,777,10,4,25,69,51.11,24,18,33,1,15,3,3,0,0,0,,0,0,1,Kalvin Phillips,Leeds United,786028,34,MF
0,2,0,36,51.43,4,50,8,53.33,15,1,88.21,40,51.28,913,13,11,6,19,0,0,0,0,0,0,0,0,0,0,151,3,576,12,8,30.77,30,58.82,16,8,13,0,3,1,1,0,1,0,,0,2,1,Harry Winks,Tottenham Hotspur,545780,33,MF
0,1,0,16,64,10,83.33,2,66.67,9,0,82.55,26,70.27,287,5,4,2,6,0,0,0,0,0,0,0,0,0,0,3,0,123,0,0,0,7,53.85,12,10,2,0,1,0,0,0,0,0,,0,0,0,Hamza Choudhury,Leicester City,833057,31,MF
1,3,1,84,58.33,30,66.67,15,50,53,0,70.48,114,60.32,1625,16,24,6,19,0,0,0,0,0,0,0,0,0,0,89,1,499,10,5,21.74,29,23.58,69,60,16,0,5,1,1,20,0,0,,0,0,0,Hassane Kamara,Watford,351434,24,MF
0,1,0,30,56.6,13,68.42,2,100,18,0,85.56,43,59.72,776,10,15,3,15,0,0,0,0,0,0,0,0,0,0,75,0,385,11,15,34.88,23,62.16,11,15,6,0,8,0,4,0,0,0,,0,0,0,Luka Milivojević,Crystal Palace,50294,7,MF
0,6,0,68,51.52,12,38.71,14,58.33,41,0,77.54,80,49.08,1419,13,24,9,20,0,0,0,0,0,0,0,0,0,0,108,0,504,15,10,18.52,46,50.55,42,20,22,1,17,4,6,0,0,0,,0,1,0,Imrân Louza,Watford,965943,24,MF
0,1,0,21,60,6,50,0,0,16,2,93.45,27,57.45,827,5,5,3,14,0,0,0,0,0,0,0,0,0,0,127,0,528,9,0,0,18,64.29,14,11,5,0,8,2,3,0,0,0,,0,0,0,Mohamed Elneny,Arsenal,159675,42,MF
0,6,0,54,57.45,11,35.48,8,66.67,29,1,85.63,65,52,1063,17,18,9,16,0,0,0,0,0,0,0,0,0,0,87,1,429,9,6,17.14,20,52.63,8,9,9,0,6,0,4,0,0,0,,0,0,0,Will Hughes,Crystal Palace,193554,7,MF
1,0,0,58,44.62,13,28.89,21,53.85,22,5,73.13,71,40.57,1843,15,16,15,27,0,0,0,0,0,0,0,0,0,0,225,7,490,34,18,30,23,36.51,8,13,23,1,26,9,11,3.85,0,3,,0,0,0,Nathan Redmond,Southampton,115346,45,MF
0,2,0,77,48.43,13,39.39,15,68.18,41,1,83.71,90,46.88,1866,21,28,11,24,0,0,0,0,0,0,0,0,0,0,208,1,951,25,34,34.69,81,56.25,17,29,38,0,18,3,9,0,0,1,,0,0,0,Billy Gilmour,Norwich City,907668,263,MF
3,0,0,68,45.03,2,15.38,47,55.29,14,3,83.53,70,42.68,1902,7,4,27,29,0,0,0,0,0,0,0,0,0,0,360,5,781,42,8,28.57,12,63.16,15,5,14,3,26,9,9,11.54,0,7,,0,3,1,Jadon Sancho,Manchester United,851100,35,MF
0,6,0,52,53.61,13,56.52,4,66.67,33,0,90.06,65,54.17,1348,16,16,11,18,0,0,0,0,0,0,0,0,0,0,163,1,761,8,2,33.33,20,47.62,12,8,16,0,4,1,1,0,0,1,,0,1,0,Oliver Skipp,Tottenham Hotspur,859901,33,MF
1,4,0,98,48.28,16,41.03,30,61.22,39,2,81.18,114,47.11,2119,29,20,46,28,0,0,0,0,0,0,0,0,0,0,320,3,932,36,9,10.47,32,43.84,21,23,21,1,21,3,9,4.76,0,0,,0,1,1,Kiernan Dewsbury-Hall,Leicester City,861970,31,MF
0,1,0,5,71.43,3,100,0,0,5,0,81.48,8,80,95,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,,0,0,0,Tim Iroegbunam,Aston Villa,1085950,40,MF
6,9,0,72,42.86,17,26.15,22,52.38,20,1,75.46,89,38.2,2270,30,21,27,31,0,0,0,0,0,0,0,0,0,0,226,3,658,39,12,41.38,40,63.49,11,26,28,5,47,18,13,12.77,2,4,,0,1,1,Rodrigo,Leeds United,542472,34,MF
1,2,0,32,57.14,11,42.31,5,71.43,17,1,71.58,43,52.44,543,10,12,4,17,0,0,0,0,0,0,0,0,0,0,45,3,136,6,3,14.29,8,36.36,3,10,6,1,8,3,5,12.5,0,0,,0,0,0,Saman Ghoddos,Brentford,548050,50,MF
4,8,0,142,42.77,99,50.25,37,52.86,72,1,77.61,241,45.56,2563,33,64,60,35,0,0,0,0,0,0,0,0,0,0,249,0,707,29,2,9.09,24,55.81,34,47,35,3,45,14,14,8.89,1,3,,0,2,0,Joelinton,Newcastle United,560128,39,MF
2,2,0,52,48.15,9,23.68,15,65.22,22,4,74.74,61,41.78,994,15,18,9,18,0,0,0,0,0,0,0,0,0,0,88,3,287,9,1,14.29,6,24,12,16,22,3,19,8,3,10.53,0,2,,0,0,0,Enock Mwepu,Brighton & Hove Albion,881132,30,MF
0,4,0,40,60.61,33,47.14,6,85.71,26,0,90.75,73,53.68,2124,8,14,1,28,0,0,0,0,0,0,0,0,0,0,97,0,1393,4,0,0,51,49.51,21,91,10,0,2,1,0,0,0,1,,0,4,0,Daniel Amartey,Leicester City,308526,31,MF
1,6,0,79,45.4,27,64.29,17,56.67,34,2,71.75,106,49.07,1652,28,37,17,23,0,0,0,0,0,0,0,0,0,0,102,5,536,13,7,20.59,65,46.43,19,40,29,0,26,5,6,3.85,1,1,,0,1,0,Mathias Normann,Norwich City,565686,263,MF
2,4,0,53,49.07,30,47.62,5,50,42,2,86.95,83,48.54,1980,6,13,9,30,0,0,0,0,0,0,0,0,0,0,145,1,706,11,0,0,18,52.94,9,34,28,2,23,10,3,8.7,0,0,,0,1,0,Leander Dendoncker,Wolverhampton,190405,3,MF
0,1,0,121,55.25,15,35.71,39,60.94,58,1,77.41,136,52.11,2137,24,23,27,25,0,0,0,0,0,0,0,0,0,0,241,1,706,18,5,15.63,19,21.35,21,52,24,2,19,4,5,0,0,4,,0,1,0,Nélson Semedo,Wolverhampton,252821,3,MF
0,0,0,20,58.82,4,33.33,6,75,10,0,87.5,24,52.17,409,4,6,3,9,0,0,0,0,0,0,0,0,0,0,54,0,203,2,0,0,12,57.14,10,8,3,0,1,1,0,0,0,0,,0,0,0,Steven Alzate,Brighton & Hove Albion,871822,30,MF
1,3,0,22,39.29,3,33.33,12,52.17,4,1,84.92,25,38.46,465,6,2,12,13,0,0,0,0,0,0,0,0,0,0,66,3,169,13,11,29.73,2,28.57,6,1,9,1,17,4,7,5.88,1,1,,0,0,0,Pedro Neto,Wolverhampton,879349,3,MF
1,3,1,124,50,57,54.29,17,51.52,59,1,68.73,181,51.27,1938,49,46,19,26,0,0,0,0,0,0,0,0,0,0,101,2,466,10,5,31.25,26,40,27,44,46,2,46,11,11,2.17,1,2,,0,2,0,Juraj Kucka,Watford,48563,24,MF
2,5,0,116,47.93,64,55.17,52,68.42,53,1,78.32,180,50.28,3221,11,35,53,36,0,0,0,0,0,0,0,0,0,0,256,2,896,37,13,50,56,60.22,30,60,14,5,25,8,4,8,0,2,,0,0,0,Moussa Sissoko,Watford,27014,24,MF
1,5,0,100,43.48,14,48.28,19,63.33,58,0,79.6,114,44.02,2270,23,35,17,33,0,0,0,0,0,0,0,0,0,0,214,2,788,25,11,33.33,86,60.99,25,20,67,1,33,9,11,3.03,0,2,,0,0,0,Pierre Lees Melou,Norwich City,801306,263,MF
0,0,0,13,59.09,0,0,3,50,6,0,88.94,13,59.09,237,4,2,2,7,0,0,0,0,0,0,0,0,0,0,62,1,185,2,2,33.33,7,63.64,1,1,2,0,5,1,2,0,0,2,,0,0,0,Juan Mata,Manchester United,28367,35,MF
0,0,0,38,57.58,13,40.63,12,70.59,21,0,85.91,51,52.04,799,5,4,11,13,0,0,0,0,0,0,0,0,0,0,74,1,372,6,1,12.5,29,69.05,9,13,8,0,6,0,3,0,0,1,,0,0,0,Edo Kayembe,Watford,917305,24,MF
1,3,0,41,41.41,10,37.04,13,44.83,17,2,76.6,51,40.48,756,11,12,24,18,0,0,0,0,0,0,0,0,0,0,69,1,144,7,4,12.12,9,69.23,1,2,7,0,21,8,7,4.76,1,4,,0,0,0,Leon Bailey,Aston Villa,808590,40,MF
0,0,0,54,39.13,7,30.43,15,62.5,33,1,76.2,61,37.89,1600,6,19,15,31,0,0,0,0,0,0,0,0,0,0,183,4,538,35,31,39.24,69,55.65,22,11,41,4,19,5,5,0,0,3,,0,0,0,Mathias Jensen,Brentford,799251,50,MF
2,4,0,45,44.55,11,34.38,17,58.62,4,2,65,56,42.11,743,24,17,19,20,0,0,0,0,0,0,0,0,0,0,33,4,104,9,2,66.67,1,20,0,3,8,3,23,10,8,8.7,0,5,,0,0,0,Joe Gelhardt,Leeds United,945806,34,MF
0,1,0,53,56.99,11,47.83,16,76.19,22,2,80.63,64,55.17,1026,15,8,13,23,0,0,0,0,0,0,0,0,0,0,118,1,358,16,3,42.86,17,62.96,9,10,14,0,8,4,1,0,1,0,,0,0,0,Ibrahima Diallo,Southampton,873050,45,MF
0,2,0,87,61.27,8,53.33,29,63.04,36,1,76.49,95,60.51,1172,22,16,11,18,0,0,0,0,0,0,0,0,0,0,68,0,423,9,6,13.64,11,25,19,33,12,0,2,1,1,0,0,0,,0,1,0,Dimitrios Giannoulis,Norwich City,354878,263,MF
0,4,0,65,50.39,15,65.22,14,60.87,34,1,87.15,80,52.63,1574,17,11,15,24,0,0,0,0,0,0,0,0,0,0,191,1,834,8,1,33.33,20,40,16,13,29,0,19,4,5,0,0,0,,0,1,0,Adam Lallana,Brighton & Hove Albion,17054,30,MF
2,1,0,78,44.32,9,30,32,56.14,40,2,79.6,87,42.23,2045,6,16,27,28,0,0,0,0,0,0,0,0,0,0,270,3,554,37,11,34.38,29,48.33,20,25,31,3,24,6,9,8.33,0,3,,0,2,1,Alex Iwobi,Everton,352770,48,MF
6,2,0,66,44,12,30,25,43.86,10,2,80.32,78,41.05,1291,31,15,25,22,0,0,0,0,0,0,0,0,0,0,164,1,351,15,2,14.29,6,66.67,5,8,14,6,28,11,6,21.43,0,4,,0,0,0,Christian Pulišić,Chelsea,817957,38,MF
0,2,0,64,46.72,25,40.32,12,41.38,41,3,74.54,89,44.72,1702,11,19,19,28,0,0,0,0,0,0,0,0,0,0,233,5,565,16,8,17.78,12,32.43,10,20,19,4,28,6,10,0,4,0,,0,1,0,Jakub Moder,Brighton & Hove Albion,886242,30,MF
0,0,0,4,36.36,2,100,1,50,2,0,90.2,6,46.15,122,1,1,3,4,0,0,0,0,0,0,0,0,0,0,23,1,46,2,0,0,1,50,1,0,2,0,4,1,2,0,0,0,,0,0,0,Cole Palmer,Manchester City,982780,17,MF
0,5,0,80,50.96,11,50,12,63.16,53,1,83.54,91,50.84,1538,15,26,11,22,0,0,0,0,0,0,0,0,0,0,158,0,690,13,0,0,53,65.43,19,12,33,0,14,4,4,0,0,2,,1,1,0,Adam Forshaw,Leeds United,103117,34,MF
2,0,0,59,51.3,24,57.14,11,35.48,26,2,78.21,83,52.87,1226,22,8,15,21,0,0,0,0,0,0,0,0,0,0,136,3,323,9,4,19.05,4,36.36,9,5,14,3,21,7,5,9.52,0,3,,0,0,0,Anthony Elanga,Manchester United,979232,35,MF
3,6,1,94,47.24,9,25,23,46,56,2,62.87,103,43.83,2100,15,28,25,31,0,0,0,0,0,0,0,0,0,0,137,3,420,18,14,16.09,27,24.55,22,35,27,2,33,13,10,9.09,0,5,,0,0,1,Sergi Canós,Brentford,790833,50,MF
0,0,0,23,57.5,0,0,9,60,8,0,83.33,23,53.49,249,6,2,3,9,0,0,0,0,0,0,0,0,0,0,49,2,125,5,2,20,6,100,1,0,6,1,9,1,1,0,1,1,,0,1,0,Giovani Lo Celso,Tottenham Hotspur,798835,33,MF
0,1,0,22,44,8,42.11,2,66.67,20,0,88.92,30,43.48,478,0,9,11,10,0,0,0,0,0,0,0,0,0,0,58,0,289,3,2,20,13,56.52,7,9,7,0,5,1,2,0,0,0,,0,1,0,Saúl Ñíguez,Chelsea,116955,38,MF
2,0,0,126,49.8,16,40,36,50.7,64,0,81.62,142,48.46,2048,26,34,20,29,0,0,0,0,0,0,0,0,0,0,142,0,444,18,3,18.75,17,65.38,21,8,39,3,35,11,10,5.71,0,0,,0,1,0,Joe Willock,Newcastle United,888550,39,MF
2,1,0,73,48.03,4,26.67,27,50,27,0,81.95,77,46.11,1475,20,11,27,25,0,0,0,0,0,0,0,0,0,0,242,0,572,25,10,28.57,13,52,8,13,14,2,38,9,12,5.26,0,1,,0,0,0,Stuart Armstrong,Southampton,117083,45,MF
0,1,0,4,28.57,0,0,0,0,4,0,80.7,4,25,123,0,5,0,3,0,0,0,0,0,0,0,0,0,0,6,0,46,1,0,0,4,80,1,1,5,0,1,0,0,0,0,0,,0,0,0,Dale Stephens,Burnley,21299,6,MF
0,0,0,11,64.71,0,0,4,66.67,3,0,83.93,11,61.11,100,4,1,2,9,0,0,0,0,0,0,0,0,0,0,25,0,47,2,2,33.33,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,0,Bryan Gil,Tottenham Hotspur,910026,33,MF
2,1,0,28,43.75,8,53.33,4,28.57,21,0,84,36,45.57,581,3,9,9,15,0,0,0,0,0,0,0,0,0,0,59,1,231,5,0,0,3,33.33,8,5,8,0,7,2,3,28.57,0,0,,0,0,0,Donny van de Beek,Everton,361790,48,MF
4,4,0,82,42.49,38,45.24,28,62.22,36,2,70.7,120,43.32,2059,18,28,38,30,0,0,0,0,0,0,0,0,0,0,211,1,427,28,3,10.34,12,44.44,12,26,28,6,43,19,12,9.3,1,1,,0,0,0,Mohamed Elyounoussi,Southampton,119151,45,MF
3,1,0,22,34.38,4,44.44,10,50,3,1,84.24,26,35.62,572,9,9,14,25,0,0,0,0,0,0,0,0,0,0,62,1,139,8,1,12.5,1,33.33,1,7,9,3,19,10,4,15.79,0,1,,0,0,0,Steven Bergwijn,Tottenham Hotspur,361798,33,MF
0,0,0,38,65.52,3,33.33,13,81.25,12,0,78.43,41,61.19,352,13,3,10,10,0,0,0,0,0,0,0,0,0,0,32,0,120,1,2,25,3,30,10,2,4,0,1,0,0,0,0,0,,1,0,0,Morgan Sanson,Aston Villa,250133,40,MF
1,2,0,99,53.51,5,26.32,27,67.5,47,0,81.65,104,50.98,1734,25,17,24,30,0,0,0,0,0,0,0,0,0,0,150,1,396,17,4,18.18,13,46.43,20,10,33,0,32,7,15,3.13,1,9,,0,0,0,Miguel Almirón,Newcastle United,333373,39,MF
8,3,0,134,40.12,19,26.03,54,47.37,57,1,70.46,153,37.59,2648,23,29,66,35,0,0,0,0,0,0,0,0,0,0,242,3,613,42,18,12.68,20,31.75,21,16,45,1,43,17,16,18.6,0,4,,0,0,0,Jack Harrison,Leeds United,829570,34,MF
1,5,0,82,41,7,35,20,57.14,47,2,79.94,89,40.45,2085,15,40,22,33,0,0,0,0,0,0,0,0,0,0,267,2,781,31,6,20,26,40.63,11,18,41,1,42,18,15,2.38,0,2,,0,0,0,Mateusz Klich,Leeds United,44900,34,MF
1,3,0,99,54.4,68,48.57,19,63.33,42,0,74.49,167,51.86,2706,38,16,14,31,0,0,0,0,0,0,0,0,0,0,199,1,771,10,2,5.41,46,42.2,34,51,42,1,33,6,14,3.03,0,3,,0,0,0,Kenny McLean,Norwich City,75756,263,MF
0,5,0,35,48.61,14,45.16,4,66.67,22,2,77.98,49,47.57,1338,9,13,5,18,0,0,0,0,0,0,0,0,0,0,106,2,393,29,28,26.92,42,43.3,13,23,17,0,10,1,5,0,0,0,,0,0,1,Matt Ritchie,Newcastle United,42699,39,MF
1,0,0,8,50,4,50,4,57.14,0,0,81.71,12,50,218,4,0,4,8,0,0,0,0,0,0,0,0,0,0,36,0,67,1,0,0,0,0,0,1,1,2,5,3,0,20,0,2,,0,0,1,Anthony Martial,Manchester United,191176,35,MF
0,3,0,20,51.28,3,75,6,60,11,0,90.91,23,53.49,397,3,8,2,9,0,0,0,0,0,0,0,0,0,0,21,0,150,2,1,50,15,78.95,5,4,5,0,3,0,1,0,0,0,,0,0,0,Oghenekaro Etebo,Watford,839110,24,MF
0,2,0,59,49.17,14,31.82,3,50,37,2,76.51,73,44.51,1638,19,28,16,28,0,0,0,0,0,0,0,0,0,0,146,2,456,20,17,31.48,24,36.36,18,18,15,0,12,7,4,0,0,2,,2,1,0,Tom Cleverley,Watford,46432,24,MF
1,4,0,27,34.18,50,43.48,5,62.5,11,0,63.68,77,39.69,812,12,21,22,23,0,0,0,0,0,0,0,0,0,0,62,1,121,8,1,50,3,75,2,5,7,1,16,6,2,6.25,2,9,,0,0,0,Ashley Barnes,Burnley,27028,6,MF
1,0,0,15,51.72,1,50,3,75,8,0,87.88,16,51.61,327,4,3,4,11,0,0,0,0,0,0,0,0,0,0,44,0,261,1,0,0,11,45.83,4,2,6,1,2,2,0,50,0,0,,0,1,0,Mark Noble,West Ham United,9741,37,MF
0,0,0,2,40,1,100,0,0,1,0,77.78,3,50,37,1,1,0,2,0,0,0,0,0,0,0,0,0,0,9,0,21,1,0,0,2,100,0,0,1,0,1,0,1,0,0,0,,0,0,0,Taylor Richards,Brighton & Hove Albion,904848,30,MF
0,0,0,10,47.62,0,0,4,40,2,0,88.52,10,41.67,229,4,0,5,4,0,0,0,0,0,0,0,0,0,0,25,1,54,1,2,25,0,0,3,2,0,1,4,1,0,0,0,3,,0,0,0,Samuel Kalu,Watford,833030,24,MF
0,5,0,55,52.88,9,39.13,14,87.5,32,0,85.16,64,50.39,905,9,16,10,16,0,0,0,0,0,0,0,0,0,0,63,0,327,2,0,0,13,65,12,15,22,0,0,0,0,0,0,0,,0,1,0,Marvelous Nakamba,Aston Villa,556904,40,MF
