goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Position
18,8,0,46,42.99,42,38.18,20,62.5,8,3,81.91,88,40.55,2458,18,16,30,30,0,0,0,0,0,0,0,0,0,0,292,7,720,26,1,6.67,15,75,2,29,4,13,110,43,30,16.36,2,33,,0,0,0,Cristiano Ronaldo,Manchester United,750,35,FW
4,0,0,54,46.15,15,48.39,31,63.27,9,3,87.7,69,46.62,960,14,14,26,13,0,0,0,0,0,0,0,0,0,0,179,2,385,20,5,35.71,6,75,4,2,6,3,38,13,15,10.53,0,3,,0,0,0,Luis Díaz,Liverpool,883537,44,FW
2,0,0,7,46.67,4,80,4,66.67,2,1,77.14,11,55,305,1,1,2,4,0,0,0,0,0,0,0,0,0,0,26,0,54,1,0,0,0,0,0,0,3,1,13,4,5,15.38,0,1,,0,0,0,Ferran Torres,Manchester City,855833,17,FW
8,1,0,90,48.65,21,36.84,46,64.79,18,8,84.84,111,45.87,1882,26,26,27,28,0,0,0,0,0,0,0,0,0,0,297,8,627,38,4,16.67,12,54.55,14,6,20,7,64,25,20,12.5,2,10,,0,0,0,Gabriel Jesus,Manchester City,794839,17,FW
15,2,0,27,40.3,24,32.43,9,40.91,6,2,72.51,51,36.17,1805,12,13,8,25,0,0,0,0,0,0,0,0,0,0,83,2,182,18,2,16.67,7,77.78,1,17,6,8,54,26,7,27.78,0,19,,0,0,0,Jamie Vardy,Leicester City,173827,31,FW
8,2,0,116,43.94,9,31.03,56,70,34,3,77.91,125,42.66,2810,26,24,73,34,0,0,0,0,0,0,0,0,0,0,419,5,871,47,14,27.45,69,71.13,15,7,27,3,74,27,24,10.81,2,13,,0,0,0,Leandro Trossard,Brighton & Hove Albion,135666,30,FW
1,0,0,117,65.73,15,46.88,83,81.37,8,0,77.85,132,62.86,1063,26,10,29,20,0,0,0,0,0,0,0,0,0,0,114,3,232,19,9,23.08,10,66.67,2,1,4,3,23,5,11,4.35,2,9,,0,0,1,Adama Traoré,Wolverhampton,286165,3,FW
13,1,0,113,44.31,4,17.39,53,47.32,23,5,85.37,117,42.09,2133,37,19,54,30,0,0,0,0,0,0,0,0,0,0,357,5,700,42,10,20,7,58.33,12,2,13,13,57,28,11,22.81,0,10,,0,0,0,Raheem Sterling,Manchester City,138534,17,FW
15,3,0,106,40.15,37,30.83,27,39.13,39,4,74.87,143,37.24,2372,40,41,33,35,0,0,0,0,0,0,0,0,0,0,266,7,557,41,2,9.52,9,29.03,6,6,42,14,90,33,19,16.67,1,5,,0,0,1,Diogo Jota,Liverpool,606164,44,FW
11,6,0,142,46.56,23,34.85,43,42.16,40,7,79.47,165,44.47,2991,59,39,47,38,0,0,0,0,0,0,0,0,0,0,455,8,844,69,29,26.36,16,40,22,21,26,5,97,31,39,11.34,1,17,,0,0,1,Bukayo Saka,Arsenal,934235,42,FW
5,1,0,63,52.94,4,33.33,32,61.54,15,1,83.84,67,51.15,1278,16,15,16,18,0,0,0,0,0,0,0,0,0,0,154,3,389,17,5,14.71,24,64.86,1,6,6,4,48,19,10,10.42,0,3,,0,0,0,Mason Greenwood,Manchester United,942116,35,FW
10,9,0,148,51.03,66,29.6,40,48.78,40,5,63.36,214,41.72,2526,68,36,54,30,0,0,0,0,0,0,0,0,0,0,169,7,332,29,5,13.16,8,42.11,12,33,16,6,72,23,26,13.89,2,21,,0,0,0,Richarlison,Everton,840217,48,FW
0,0,0,1,50,0,0,0,0,0,0,100,1,50,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Liam Delap,Manchester City,997087,17,FW
10,6,1,125,42.23,79,40.93,50,53.76,23,8,67.48,204,41.72,2976,52,50,72,36,0,0,0,0,0,0,0,0,0,0,213,7,415,46,13,20.63,26,66.67,3,14,11,10,83,29,24,12.05,1,13,,0,0,1,Michail Antonio,West Ham United,47772,37,FW
8,1,0,27,36,51,51.52,13,52,2,0,72.87,78,44.83,1593,12,8,25,26,0,0,0,0,0,0,0,0,0,0,121,4,231,24,0,0,4,80,0,20,4,3,43,15,15,18.6,2,14,,0,0,0,Romelu Lukaku,Chelsea,78893,38,FW
3,3,0,96,56.8,7,28,26,54.17,31,2,78.12,103,53.09,1458,39,10,19,21,0,0,0,0,0,0,0,0,0,0,119,2,307,31,28,29.17,7,24.14,14,4,25,0,21,10,5,14.29,0,1,,0,1,0,Andros Townsend,Everton,47992,48,FW
2,2,0,78,47.56,2,10.53,35,53.03,18,3,74.13,80,43.72,1486,25,8,34,26,0,0,0,0,0,0,0,0,0,0,190,7,427,36,12,24,25,69.44,10,0,13,1,35,15,14,5.71,1,3,,0,0,0,Daniel Podence,Wolverhampton,308764,3,FW
4,0,0,75,46.01,21,30.43,19,57.58,27,7,76.35,96,41.38,1789,29,32,29,30,0,0,0,0,0,0,0,0,0,0,153,4,339,29,3,42.86,8,53.33,5,5,14,6,46,15,11,8.7,0,6,,0,0,0,Alexandre Lacazette,Arsenal,50070,42,FW
5,2,0,29,40.28,94,50,2,18.18,11,2,60.29,123,47.31,1285,16,17,13,17,0,0,0,0,0,0,0,0,0,0,83,3,167,10,0,0,2,100,3,12,5,3,33,13,6,15.15,2,4,,0,0,0,Dominic Calvert-Lewin,Everton,372344,48,FW
5,6,0,211,49.3,18,50,150,62.24,13,5,76.3,229,49.35,2809,48,22,90,35,0,0,0,0,0,0,0,0,0,0,264,7,515,50,10,16.67,23,52.27,11,2,14,4,64,26,18,7.81,0,13,,0,0,0,Allan Saint-Maximin,Newcastle United,347010,39,FW
3,0,0,2,20,2,33.33,1,33.33,0,0,75.68,4,25,130,1,2,3,7,0,0,0,0,0,0,0,0,0,0,17,0,28,0,0,0,1,100,1,2,2,0,10,5,2,30,0,0,,0,0,0,Divock Origi,Liverpool,190399,44,FW
6,1,1,92,46.46,18,28.57,45,56.96,27,6,79.66,110,42.15,1866,20,24,34,29,0,0,0,0,0,0,0,0,0,0,224,5,419,34,12,16.22,14,63.64,20,12,19,8,52,16,12,11.54,3,10,,0,0,0,Gabriel Martinelli,Arsenal,922573,42,FW
8,0,0,80,43.72,10,34.48,37,46.25,28,6,81.1,90,42.45,2189,15,9,30,32,0,0,0,0,0,0,0,0,0,0,269,5,618,32,11,14.86,17,51.52,9,7,23,4,63,22,21,12.7,2,9,,0,0,0,Saïd Benrahma,West Ham United,354808,37,FW
11,7,0,93,42.08,65,40.37,37,54.41,17,2,70.92,158,41.36,2955,39,33,53,35,0,0,0,0,0,0,0,0,0,0,245,4,478,35,1,6.67,6,40,12,25,13,10,77,32,25,14.29,2,16,,0,0,0,Ollie Watkins,Aston Villa,555386,40,FW
4,4,0,156,52.53,17,30.91,38,47.5,54,2,74.23,173,49.15,2284,64,25,37,35,0,0,0,0,0,0,0,0,0,0,205,4,455,36,23,19.33,8,26.67,22,8,38,2,44,18,16,9.09,0,8,,0,0,1,Anthony Gordon,Everton,914902,48,FW
2,2,0,10,41.67,5,26.32,4,57.14,1,2,81.73,15,34.88,559,5,5,3,9,0,0,0,0,0,0,0,0,0,0,31,2,85,5,2,66.67,2,66.67,2,8,3,2,20,5,4,10,0,5,,0,0,0,Patrick Bamford,Leeds United,204336,34,FW
4,3,0,21,41.18,25,47.17,2,28.57,11,1,70.1,46,44.23,1047,8,15,4,14,0,0,0,0,0,0,0,0,0,0,56,0,136,9,0,0,3,42.86,0,4,7,6,35,18,10,11.43,2,10,,0,0,0,Pierre-Emerick Aubameyang,Arsenal,51498,42,FW
7,0,0,73,45.34,62,40,20,57.14,13,3,65.73,135,42.72,2041,40,29,34,30,0,0,0,0,0,0,0,0,0,0,136,6,303,26,1,12.5,11,50,8,16,14,9,49,24,10,14.29,1,7,,0,0,0,Che Adams,Southampton,773409,45,FW
9,2,0,49,36.57,24,34.78,13,34.21,16,1,70.56,73,35.96,1776,20,20,33,26,0,0,0,0,0,0,0,0,0,0,130,2,266,15,10,18.18,5,41.67,10,13,8,5,47,22,9,19.15,0,26,,0,0,0,Maxwel Cornet,Burnley,280439,6,FW
5,3,0,37,45.12,8,19.05,14,46.67,9,1,77.68,45,36.29,836,14,17,11,21,0,0,0,0,0,0,0,0,0,0,67,2,174,13,0,0,1,16.67,4,5,3,3,29,13,4,17.24,4,5,,0,0,0,Edward Nketiah,Arsenal,858194,42,FW
3,1,0,111,46.06,56,37.84,62,58.49,20,1,69.89,167,42.93,1638,30,13,58,28,0,0,0,0,0,0,0,0,0,0,185,5,383,20,4,16.67,25,69.44,15,17,17,6,47,16,13,6.38,0,6,,0,0,1,João Pedro,Watford,975079,24,FW
8,3,0,60,37.04,37,41.57,18,42.86,17,3,81.35,97,38.65,1817,25,40,32,29,0,0,0,0,0,0,0,0,0,0,272,3,532,21,2,25,8,72.73,4,30,10,12,56,23,15,14.29,2,12,,0,1,0,Kai Havertz,Chelsea,836705,38,FW
8,4,0,41,38.68,29,36.25,10,47.62,9,0,68.21,70,37.63,1388,22,27,27,18,0,0,0,0,0,0,0,0,0,0,49,0,103,10,1,33.33,1,33.33,3,10,3,4,35,15,4,22.86,0,17,,0,0,0,Callum Wilson,Newcastle United,113956,39,FW
7,0,0,53,56.99,20,39.22,19,63.33,12,1,68.13,73,50.69,1285,22,8,6,30,0,0,0,0,0,0,0,0,0,0,73,0,186,9,1,9.09,5,55.56,8,5,15,2,32,13,6,21.88,0,7,,0,0,0,Yoane Wissa,Brentford,805123,50,FW
4,3,0,27,43.55,86,60.14,9,69.23,3,1,64.43,113,55.12,1146,16,16,17,25,0,0,0,0,0,0,0,0,0,0,80,2,192,13,0,0,8,61.54,2,33,4,8,39,13,7,10.26,3,10,,0,0,0,Christian Benteke,Crystal Palace,45970,7,FW
6,4,0,52,33.99,38,45.78,30,44.78,16,3,73.73,90,38.14,1571,6,25,27,28,0,0,0,0,0,0,0,0,0,0,129,2,306,21,0,0,4,66.67,0,18,14,6,40,18,8,15,3,4,,0,0,0,Odsonne Édouard,Crystal Palace,795228,7,FW
4,1,0,37,36.27,16,29.63,16,48.48,10,5,77.36,53,33.97,1264,11,17,21,26,0,0,0,0,0,0,0,0,0,0,110,5,270,17,2,33.33,6,40,4,10,11,3,31,12,8,12.9,1,7,,0,0,0,Kelechi Iheanacho,Leicester City,359642,31,FW
7,4,0,45,35.43,27,40.3,10,32.26,23,6,69.25,72,37.11,1909,12,16,21,30,0,0,0,0,0,0,0,0,0,0,113,2,250,15,0,0,8,38.1,6,20,24,6,49,18,13,14.29,3,11,,0,0,0,Danny Ings,Aston Villa,130181,40,FW
8,7,0,69,37.5,21,26.92,21,51.22,17,2,77.78,90,34.35,2279,31,33,51,32,0,0,0,0,0,0,0,0,0,0,212,4,469,23,2,25,8,53.33,2,1,14,5,61,15,17,13.11,0,6,,0,0,0,Neal Maupay,Brighton & Hove Albion,268903,30,FW
10,7,1,159,39.65,45,36,68,43.59,51,6,68.35,204,38.78,2589,40,59,63,33,0,0,0,0,0,0,0,0,0,0,197,7,393,33,8,20.51,10,52.63,15,12,35,5,60,26,16,16.67,1,12,,0,0,0,Emmanuel Dennis,Watford,844424,24,FW
0,0,0,1,100,0,0,0,0,0,0,83.33,1,50,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,Tariqe Fosu-Henry,Brentford,807749,50,FW
2,0,0,94,51.37,6,27.27,44,51.16,28,1,80.8,100,48.78,1363,22,13,18,28,0,0,0,0,0,0,0,0,0,0,141,2,345,14,9,27.27,16,61.54,12,0,16,6,32,14,7,6.25,2,1,,0,1,0,Francisco Trincão,Wolverhampton,830431,3,FW
5,3,0,41,37.27,33,39.29,18,46.15,13,2,65.58,74,38.14,1148,12,13,14,25,0,0,0,0,0,0,0,0,0,0,101,3,221,20,13,25,18,47.37,5,9,22,1,34,11,10,14.71,3,1,,0,0,0,Cucho Hernández,Watford,887055,24,FW
6,0,0,37,41.11,47,47.96,10,47.62,14,2,77.66,84,44.68,1477,13,17,22,25,0,0,0,0,0,0,0,0,0,0,134,1,212,18,0,0,2,66.67,5,18,7,12,43,22,4,13.95,0,4,,0,0,0,Danny Welbeck,Brighton & Hove Albion,33902,30,FW
6,2,0,82,40.2,24,36.92,31,41.33,31,10,76.42,106,39.41,2105,20,19,43,32,0,0,0,0,0,0,0,0,0,0,248,8,538,29,7,15.56,11,45.83,5,5,16,8,66,24,21,9.09,1,10,,0,0,0,Harvey Barnes,Leicester City,855647,31,FW
1,0,0,31,51.67,16,37.21,12,60,9,1,67.42,47,45.63,620,10,7,13,17,0,0,0,0,0,0,0,0,0,0,46,0,89,5,4,30.77,3,42.86,3,7,1,1,14,4,4,7.14,1,10,,0,0,0,Adam Idah,Norwich City,879850,263,FW
2,3,0,48,38.1,55,40.74,13,56.52,17,3,64.32,103,39.46,1457,18,30,29,20,0,0,0,0,0,0,0,0,0,0,97,2,274,14,1,25,4,57.14,6,13,13,6,30,9,5,6.67,2,9,,0,0,0,Wout Weghorst,Burnley,252215,6,FW
5,2,0,25,29.41,39,47.56,10,58.82,8,1,67.83,64,38.32,1158,7,16,23,22,0,0,0,0,0,0,0,0,0,0,50,1,156,7,2,33.33,0,0,4,13,15,4,37,18,5,13.51,0,13,,0,0,0,Jean-Philippe Mateta,Crystal Palace,848276,7,FW
3,2,0,147,47.27,32,35.16,34,47.89,47,3,83.56,179,44.53,2038,66,38,77,31,0,0,0,0,0,0,0,0,0,0,198,4,559,23,8,10.81,9,37.5,15,12,14,4,35,8,15,8.57,0,2,,0,0,0,Jordan Ayew,Crystal Palace,103045,7,FW
5,1,0,31,30.39,205,51.77,6,33.33,9,0,55.43,236,47.39,2705,17,33,20,34,0,0,0,0,0,0,0,0,0,0,158,1,347,19,0,0,7,70,2,12,8,9,51,19,11,9.8,1,26,,0,0,0,Chris Wood,Newcastle United,50480,39,FW
1,1,0,36,55.38,7,35,14,60.87,10,1,82.42,43,50.59,611,12,5,10,13,0,0,0,0,0,0,0,0,0,0,70,1,225,11,8,29.63,11,57.89,5,1,5,0,10,1,7,10,0,0,,0,0,0,Eberechi Eze,Crystal Palace,864921,7,FW
5,2,0,93,46.97,10,37.04,34,47.89,12,2,77.48,103,45.78,1864,47,17,40,22,0,0,0,0,0,0,0,0,0,0,152,5,320,21,9,14.75,12,63.16,9,9,14,4,40,17,5,12.5,2,12,,0,0,0,Ismaïla Sarr,Watford,845286,24,FW
5,5,0,70,34.65,100,45.45,30,44.78,19,3,72.95,170,40.28,2266,21,43,42,32,0,0,0,0,0,0,0,0,0,0,152,6,364,35,4,30.77,3,60,8,29,13,10,50,17,11,10,2,8,,0,0,0,Joshua King,Watford,100621,24,FW
6,5,2,113,39.51,63,42.57,36,41.38,29,4,71.77,176,40.55,2646,48,43,57,34,0,0,0,0,0,0,0,0,0,0,187,4,539,38,3,30,25,56.82,13,26,24,9,57,16,14,10.53,1,23,,0,0,0,Raúl Jiménez,Wolverhampton,192442,3,FW
0,0,0,0,0,6,66.67,0,0,0,0,42.86,6,60,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,,0,0,0,Troy Deeney,Watford,22109,24,FW
5,2,0,101,46.33,8,27.59,33,47.83,27,1,80.99,109,44.13,1819,42,29,24,30,0,0,0,0,0,0,0,0,0,0,156,2,507,16,2,28.57,20,58.82,13,7,30,4,27,12,9,18.52,0,3,,0,1,0,Hee-Chan Hwang,Wolverhampton,786186,3,FW
11,4,0,75,37.31,15,16.85,27,45,23,3,75.19,90,31.03,3260,25,31,42,37,0,0,0,0,0,0,0,0,0,0,160,8,394,27,3,23.08,13,76.47,4,2,23,10,71,27,20,15.49,1,12,,0,0,0,Teemu Pukki,Norwich City,15242,263,FW
1,5,0,47,51.09,9,28.13,12,54.55,16,1,73.93,56,45.16,987,20,14,14,23,0,0,0,0,0,0,0,0,0,0,79,2,207,15,2,14.29,9,47.37,5,10,7,1,30,13,5,3.33,2,3,,0,0,0,Tyler Roberts,Leeds United,796144,34,FW
2,3,0,44,42.31,55,44.72,8,53.33,20,2,59.93,99,43.61,1378,16,31,13,29,0,0,0,0,0,0,0,0,0,0,81,4,181,12,3,42.86,4,33.33,4,12,10,4,41,11,10,4.88,2,17,,0,0,0,Jay Rodriguez,Burnley,26989,6,FW
5,2,0,32,32.99,17,27.87,3,18.75,15,3,74.55,49,31.01,1166,14,17,18,23,0,0,0,0,0,0,0,0,0,0,66,2,164,13,0,0,3,60,2,8,17,4,26,16,5,19.23,1,7,,0,0,0,Patson Daka,Leicester City,865057,31,FW
6,2,0,103,47.25,3,21.43,38,65.52,32,0,78.3,106,45.69,1457,33,27,52,26,0,0,0,0,0,0,0,0,0,0,157,1,397,23,2,11.11,3,18.75,10,2,18,3,26,12,10,23.08,0,6,,0,0,0,Ademola Lookman,Leicester City,824200,31,FW
2,1,0,32,35.56,13,36.11,16,38.1,10,2,74.92,45,35.71,1414,6,13,13,23,0,0,0,0,0,0,0,0,0,0,97,1,227,13,0,0,9,60,3,6,6,4,47,14,16,4.26,0,2,,0,0,0,Adam Armstrong,Southampton,361352,45,FW
1,1,0,18,43.9,24,55.81,1,25,9,0,60.56,42,50,326,8,9,11,13,0,0,0,0,0,0,0,0,0,0,26,0,43,2,0,0,0,0,0,1,0,0,9,5,3,11.11,0,3,,0,0,0,Shane Long,Southampton,10486,45,FW
0,0,0,12,48,2,40,2,40,8,2,73.97,14,46.67,244,2,7,0,7,0,0,0,0,0,0,0,0,0,0,13,1,54,4,0,0,1,12.5,2,1,3,0,4,0,2,0,0,2,,0,0,0,Sam Greenwood,Leeds United,980640,34,FW
0,0,0,2,66.67,0,0,0,0,0,0,100,2,50,20,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,Hélder Costa,Leeds United,138891,34,FW
6,2,0,71,37.17,88,34.51,33,47.14,12,0,61.36,159,35.65,1978,26,29,50,32,0,0,0,0,0,0,0,0,0,0,133,2,243,10,0,0,0,0,3,11,7,5,45,21,9,13.33,2,13,,0,0,0,Armando Broja,Southampton,996985,45,FW
2,1,0,26,48.15,18,26.47,6,42.86,12,3,73.53,44,36.07,680,8,9,8,22,0,0,0,0,0,0,0,0,0,0,40,1,75,6,0,0,1,100,0,9,4,1,19,7,4,10.53,1,5,,0,0,0,Matěj Vydra,Burnley,58488,6,FW
1,4,0,76,52.78,14,29.79,13,44.83,49,2,64.52,90,47.12,1482,14,16,21,33,0,0,0,0,0,0,0,0,0,0,121,3,291,20,10,18.52,14,25.93,23,16,15,4,27,5,5,3.7,3,2,,0,0,0,Jacob Murphy,Newcastle United,372336,39,FW
4,1,0,30,30,6,27.27,10,30.3,8,1,78.23,36,29.51,1286,12,11,19,21,0,0,0,0,0,0,0,0,0,0,135,0,291,8,1,4.35,5,55.56,2,4,18,5,45,16,17,8.89,3,11,,0,0,0,Timo Werner,Chelsea,232306,38,FW
2,0,1,21,36.21,6,31.58,10,62.5,4,3,80.67,27,35.06,449,7,6,12,14,0,0,0,0,0,0,0,0,0,0,38,2,121,11,2,66.67,2,33.33,2,4,13,1,11,6,3,18.18,0,0,,0,0,0,Ayoze Pérez,Leicester City,345195,31,FW
2,0,0,13,41.94,7,29.17,4,80,4,1,76.09,20,36.36,764,5,7,4,15,0,0,0,0,0,0,0,0,0,0,51,1,175,7,0,0,7,50,2,5,6,6,18,8,4,11.11,1,6,,0,0,0,Edinson Cavani,Manchester United,21521,35,FW
2,1,0,65,46.43,40,45.45,16,50,26,1,72.77,105,46.05,1578,23,9,25,26,0,0,0,0,0,0,0,0,0,0,114,0,286,11,1,9.09,6,46.15,11,17,25,2,24,3,13,8.33,0,4,,0,2,0,Josh Sargent,Norwich City,880796,263,FW
0,0,0,17,58.62,4,50,10,52.63,3,0,76.92,21,56.76,217,4,0,2,9,0,0,0,0,0,0,0,0,0,0,25,0,60,0,0,0,2,66.67,0,1,1,0,8,1,4,0,0,2,,0,0,0,Bertrand Traoré,Aston Villa,218160,40,FW
2,1,0,15,45.45,0,0,2,33.33,9,0,88.28,15,44.12,370,4,5,5,16,0,0,0,0,0,0,0,0,0,0,60,0,128,8,0,0,0,0,0,1,4,0,8,6,1,25,0,1,,0,0,0,Jesse Lingard,Manchester United,205508,35,FW
1,0,0,30,34.88,18,36.73,19,43.18,8,2,83.7,48,35.56,697,3,8,18,20,0,0,0,0,0,0,0,0,0,0,135,1,267,12,11,29.73,3,50,8,2,6,3,23,9,5,4.35,2,4,,0,0,0,Nicolas Pépé,Arsenal,593526,42,FW
0,0,0,1,100,0,0,0,0,0,0,100,1,100,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Shola Shoretire,Manchester United,966655,35,FW
0,0,0,0,0,2,33.33,0,0,0,0,58.33,2,28.57,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,Ellis Simms,Everton,991614,48,FW
0,0,0,1,100,0,0,0,0,1,0,88.89,1,50,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Chem Campbell,Wolverhampton,1177311,3,FW
0,0,0,2,50,1,25,0,0,1,0,44.44,3,37.5,70,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,,0,0,0,Folarin Balogun,Arsenal,934237,42,FW
0,1,0,3,50,1,50,0,0,1,0,81.25,4,50,48,2,2,0,8,0,0,0,0,0,0,0,0,0,0,8,1,13,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,,0,0,0,Dwight Gayle,Newcastle United,232118,39,FW
1,3,1,14,26.92,38,40.43,4,40,6,1,62.37,52,35.62,793,4,12,10,20,0,0,0,0,0,0,0,0,0,0,49,0,116,8,1,16.67,3,75,0,10,10,2,21,6,6,4.76,0,5,,0,0,0,Salomón Rondón,Everton,35532,48,FW
0,0,0,14,37.84,1,11.11,4,30.77,3,1,71.21,15,32.61,226,7,3,10,13,0,0,0,0,0,0,0,0,0,0,18,0,47,5,1,25,0,0,3,1,1,0,3,2,0,0,1,1,,0,0,0,Jonathan Rowe,Norwich City,1065261,263,FW
0,0,0,0,0,0,0,0,0,0,0,80,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Evan Ferguson,Brighton & Hove Albion,999231,30,FW
0,0,0,0,0,0,0,0,0,0,0,100,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Cenk Tosun,Everton,72127,48,FW
0,0,0,1,33.33,0,0,0,0,0,0,100,1,33.33,22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,Jürgen Locadia,Brighton & Hove Albion,97409,30,FW
0,0,0,6,54.55,2,28.57,0,0,0,0,73.68,8,44.44,155,6,0,2,4,0,0,0,0,0,0,0,0,0,0,3,1,14,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,,0,0,0,Aaron Connolly,Brighton & Hove Albion,895579,30,FW
0,0,0,17,26.98,9,24.32,7,36.84,3,0,68.38,26,26,587,7,13,14,22,0,0,0,0,0,0,0,0,0,0,34,1,93,3,0,0,2,40,1,1,8,4,19,6,5,0,0,4,,0,0,0,Fábio Silva,Wolverhampton,954076,3,FW
0,0,0,2,66.67,1,12.5,0,0,2,0,50,3,27.27,28,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,,0,0,0,Ashley Fletcher,Watford,353224,24,FW
0,3,0,30,41.67,2,18.18,12,41.38,9,0,75.71,32,38.55,463,10,9,9,12,0,0,0,0,0,0,0,0,0,0,56,0,106,6,2,33.33,1,14.29,2,5,8,1,11,1,3,0,0,0,,0,1,0,Moussa Djenepo,Southampton,869910,45,FW
0,0,0,1,50,0,0,0,0,0,0,100,1,33.33,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Keinan Davis,Aston Villa,830858,40,FW
0,0,0,0,0,0,0,0,0,0,0,100,0,0,12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,Alejandro Garnacho,Manchester United,1135873,35,FW
0,0,0,0,0,1,50,0,0,0,0,100,1,12.5,30,0,3,2,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,Cameron Archer,Aston Villa,993451,40,FW
0,1,0,3,50,0,0,0,0,2,0,62.5,3,25,30,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,50,0,0,1,0,0,0,0,0,0,0,,0,0,0,Lewis Dobbin,Everton,998832,48,FW
0,1,0,7,46.67,1,14.29,1,50,2,0,66.67,8,36.36,141,4,1,3,3,0,0,0,0,0,0,0,0,0,0,6,1,24,2,1,50,0,0,0,1,3,1,1,1,0,0,0,0,,0,0,0,Tony Springett,Norwich City,1065260,263,FW
0,0,0,1,25,0,0,0,0,1,0,100,1,20,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,Kaide Gordon,Liverpool,1096447,44,FW
0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Moise Kean,Everton,835601,48,FW
0,0,0,1,100,0,0,1,100,0,0,100,1,100,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Dane Scarlett,Tottenham Hotspur,998772,33,FW
0,0,0,0,0,1,33.33,0,0,0,0,100,1,25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Wesley Moraes,Aston Villa,798314,40,FW
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Nathan Young-Coombes,Brentford,999271,50,FW
