goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position,,,
25,3,0,106,39.85,136,42.24,63,66.32,9,6,65.49,242,41.16,3267,34,33,88,37,0,0,0,0,0,0,0,0,0,0,305,8,632,47,6,13.33,19,73.08,0,27,13,7,110,55,24,22.73,3,36,,0,0,0,Romelu Lukaku,Everton,78893,48,FW,,,
17,7,0,47,29.19,83,49.7,17,51.52,10,5,73.68,130,39.63,2437,20,54,38,28,0,0,0,0,0,0,0,0,0,0,360,8,767,48,4,22.22,39,78,10,22,15,18,115,46,32,14.78,1,37,,0,0,0,Zlatan Ibrahimović,Manchester United,2089,35,FW,,,
9,6,0,142,52.59,7,25,56,69.14,48,9,82.68,149,50,2151,39,33,43,35,0,0,0,0,0,0,0,0,0,0,332,5,783,43,11,15.28,33,57.89,21,11,32,2,59,17,13,15.25,2,8,,0,0,1,Pedro,Chelsea,35428,38,FW,,,
7,3,0,32,38.55,164,64.06,3,25,5,1,58.16,196,57.82,1313,29,24,24,18,0,0,0,0,0,0,0,0,0,0,100,3,253,14,3,30,15,57.69,6,38,6,1,39,14,10,17.95,0,4,,0,0,0,Andy Carroll,West Ham United,18998,37,FW,,,
15,10,0,81,32.93,323,60.15,28,51.85,9,2,59.57,404,51.6,3137,48,81,63,36,0,0,0,0,0,0,0,0,0,0,235,1,548,32,0,0,17,68,6,48,14,12,105,40,17,14.29,4,36,,0,0,0,Christian Benteke,Crystal Palace,45970,7,FW,,,
20,10,0,163,39.28,44,28.57,56,41.79,18,7,75.24,207,36.38,3089,92,43,120,35,0,0,0,0,0,0,0,0,0,0,363,6,778,43,1,11.11,28,66.67,7,39,19,12,111,42,32,18.02,4,26,,0,0,0,Diego Costa,Chelsea,21212,38,FW,,,
8,3,0,94,56.97,1,8.33,52,74.29,19,2,83.53,95,53.67,1529,23,12,33,34,0,0,0,0,0,0,0,0,0,0,328,0,649,51,33,31.13,32,64,7,5,10,0,44,15,10,18.18,1,2,,0,0,0,Willian,Chelsea,31417,38,FW,,,
6,1,0,37,45.68,43,46.24,2,66.67,14,1,62.75,80,45.98,939,22,14,24,15,0,0,0,0,0,0,0,0,0,0,57,2,160,8,1,11.11,9,37.5,4,13,6,3,37,17,5,16.22,2,8,,0,0,0,Charlie Austin,Southampton,97905,45,FW,,,
14,2,0,98,40,10,30.3,47,44.76,19,6,81.16,108,38.85,2068,32,9,61,34,0,0,0,0,0,0,0,0,0,0,349,5,629,43,14,22.58,19,86.36,7,6,19,5,80,33,21,17.5,4,22,,0,0,0,Heung-min Son,Tottenham Hotspur,111505,33,FW,,,
12,2,0,27,35.06,50,55.56,2,66.67,14,3,71.54,77,46.11,1194,12,21,18,29,0,0,0,0,0,0,0,0,0,0,92,2,264,17,0,0,4,66.67,8,17,14,3,39,20,5,30.77,1,12,,0,0,0,Olivier Giroud,Arsenal,39070,42,FW,,,
16,1,0,167,43.83,39,36.11,77,64.71,49,2,79.58,206,42.13,2719,43,58,91,36,0,0,0,0,0,0,0,0,0,0,252,3,569,30,9,21.43,12,63.16,19,39,26,4,67,31,15,23.88,2,5,,0,0,0,Joshua King,Bournemouth,100621,60,FW,,,
9,5,0,65,39.63,175,49.72,19,57.58,18,4,66.94,240,46.51,2877,31,45,33,36,0,0,0,0,0,0,0,0,0,0,148,8,577,26,1,12.5,49,68.06,10,65,18,5,69,23,19,13.04,0,17,,0,0,0,Álvaro Negredo,Middlesbrough,27838,36,FW,,,
15,2,0,56,31.11,156,55.71,9,45,18,1,66.48,212,46.09,2453,31,51,54,33,0,0,0,0,0,0,0,0,0,0,224,2,599,26,2,25,18,62.07,2,36,15,5,52,26,7,28.85,2,12,,0,0,0,Fernando Llorente,Swansea City,11692,74,FW,,,
7,3,0,28,29.47,171,70.95,7,63.64,4,2,59.07,199,59.23,1335,18,26,36,27,0,0,0,0,0,0,0,0,0,0,101,5,293,17,0,0,7,77.78,3,26,7,5,37,16,5,18.92,0,7,,0,1,0,Peter Crouch,Stoke City,917,29,FW,,,
3,1,0,25,48.08,3,20,17,70.83,0,1,74.37,28,41.79,769,8,5,17,20,0,0,0,0,0,0,0,0,0,0,105,2,206,14,2,28.57,13,61.9,2,0,1,3,40,21,4,7.5,3,7,,0,0,0,Daniel Sturridge,Liverpool,20963,44,FW,,,
0,1,0,208,62.84,15,39.47,136,75.56,30,1,69.92,223,60.43,1535,42,20,50,27,0,0,0,0,0,0,0,0,0,0,105,1,258,19,16,20.25,12,50,6,5,10,1,11,2,3,0,0,1,,0,0,1,Adama Traoré,Middlesbrough,286165,36,FW,,,
10,0,0,37,35.92,212,50.36,7,58.33,7,3,50.17,249,47.52,2055,29,24,33,37,0,0,0,0,0,0,0,0,0,0,141,2,302,15,0,0,6,31.58,5,31,10,3,57,23,8,17.54,0,23,,0,0,0,Sam Vokes,Burnley,19633,6,FW,,,
1,3,0,72,45.86,17,47.22,39,57.35,18,4,73.2,89,46.11,1052,15,24,26,14,0,0,0,0,0,0,0,0,0,0,110,8,213,20,19,22.62,9,45,3,8,8,1,27,6,7,3.7,0,3,,0,0,0,Yannick Bolasie,Everton,46620,48,FW,,,
10,7,0,56,37.33,192,41.74,14,58.33,20,4,58.5,248,40.66,2941,27,43,36,37,0,0,0,0,0,0,0,0,0,0,224,2,492,40,2,12.5,15,40.54,14,50,12,7,42,18,8,23.81,0,19,,0,0,0,Troy Deeney,Watford,22109,24,FW,,,
5,8,0,46,33.09,12,25,14,48.28,21,5,84.21,58,31.02,1539,11,23,38,25,0,0,0,0,0,0,0,0,0,0,233,5,656,36,24,24.74,62,75.61,17,10,22,6,52,19,10,9.62,1,7,,0,0,0,Wayne Rooney,Manchester United,751,35,FW,,,
4,5,0,56,45.16,40,43.01,23,69.7,12,0,66.96,96,44.24,954,23,30,26,19,0,0,0,0,0,0,0,0,0,0,87,2,154,14,0,0,7,87.5,1,10,8,1,27,12,6,14.81,1,11,,0,0,0,Stefano Okaka,Watford,13148,24,FW,,,
0,0,0,0,0,1,100,0,0,0,0,25,1,100,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,Jonathan Benteke,Crystal Palace,341453,7,FW,,,
9,4,1,155,50.16,57,35.4,75,60,32,3,73.04,212,45.11,2439,49,31,56,29,0,0,0,0,0,0,0,0,0,0,174,3,466,31,24,25.53,29,39.73,27,38,20,7,77,23,21,11.69,2,20,,1,0,0,Michail Antonio,West Ham United,47772,37,FW,,,
15,1,0,75,45.18,2,8.7,27,56.25,20,2,79.17,77,40.74,3322,28,24,39,37,0,0,0,0,0,0,0,0,0,0,152,0,361,20,3,15.79,6,35.29,3,2,12,7,99,31,38,15.15,2,36,,0,0,0,Jermain Defoe,Sunderland,946,41,FW,,,
13,2,1,58,40.28,90,42.65,16,38.1,15,5,62.45,148,41.69,2808,27,26,23,35,0,0,0,0,0,0,0,0,0,0,151,6,331,31,7,14.89,9,52.94,8,9,12,6,53,26,11,24.53,1,25,,0,0,0,Jamie Vardy,Leicester City,173827,31,FW,,,
1,3,0,20,50,81,71.05,3,60,6,0,56.88,101,65.58,525,12,8,8,16,0,0,0,0,0,0,0,0,0,0,50,1,124,11,0,0,1,50,2,9,3,1,16,5,2,6.25,1,3,,0,0,0,Rudy Gestede,Middlesbrough,31812,36,FW,,,
3,2,0,54,44.63,79,61.24,13,54.17,9,0,63.11,133,53.2,1216,33,27,25,18,0,0,0,0,0,0,0,0,0,0,106,0,231,11,5,13.51,8,47.06,8,30,7,1,30,9,13,10,1,6,,0,0,0,Victor Anichebe,Sunderland,14731,41,FW,,,
2,1,0,24,38.71,24,41.38,9,56.25,4,0,67.45,48,40,690,12,11,22,10,0,0,0,0,0,0,0,0,0,0,47,1,143,7,0,0,1,50,3,10,2,1,21,5,7,9.52,0,2,,0,0,0,Wilfried Bony,Stoke City,39543,29,FW,,,
1,3,0,57,41.91,5,25,21,48.84,17,2,87.76,62,39.74,1366,19,26,21,25,0,0,0,0,0,0,0,0,0,0,292,4,638,29,7,28,17,62.96,14,8,11,4,37,13,12,2.7,2,4,,0,0,0,Jesse Lingard,Manchester United,205508,35,FW,,,
3,4,0,89,39.04,4,22.22,29,65.91,19,5,79.26,93,37.8,2426,41,30,74,33,0,0,0,0,0,0,0,0,0,0,443,6,841,68,47,25.54,23,37.7,17,10,22,6,63,21,22,4.76,2,9,,0,0,2,Dušan Tadić,Southampton,38560,45,FW,,,
4,1,0,14,45.16,9,29.03,2,50,2,0,70.09,23,37.1,731,10,8,5,11,0,0,0,0,0,0,0,0,0,0,22,0,82,6,1,33.33,1,50,3,10,2,3,29,11,9,13.79,0,10,,0,0,0,Manolo Gabbiadini,Southampton,53816,45,FW,,,
7,1,0,35,33.65,54,40.6,10,50,12,4,70.69,89,37.55,1279,14,27,21,23,0,0,0,0,0,0,0,0,0,0,104,2,299,17,0,0,10,76.92,3,3,16,7,35,13,5,20,2,11,,0,0,0,Islam Slimani,Leicester City,238708,31,FW,,,
1,9,1,90,47.12,94,76.42,15,68.18,55,0,86.01,184,58.6,1599,20,41,23,28,0,0,0,0,0,0,0,0,0,0,204,0,910,18,0,0,25,59.52,30,52,33,2,23,7,5,4.35,1,3,,0,0,0,Marouane Fellaini,Manchester United,21764,35,FW,,,
0,0,0,20,45.45,3,42.86,10,52.63,3,3,80.14,23,45.1,438,7,1,12,13,0,0,0,0,0,0,0,0,0,0,49,3,117,7,4,25,6,54.55,0,1,2,0,12,2,7,0,1,3,,0,0,0,Viktor Fischer,Middlesbrough,94287,36,FW,,,
1,0,0,21,44.68,1,20,9,52.94,5,0,87.23,22,42.31,290,7,4,10,8,0,0,0,0,0,0,0,0,0,0,35,0,82,0,0,0,3,100,2,3,4,1,16,6,3,6.25,0,2,,0,0,0,Ademola Lookman,Everton,824200,48,FW,,,
5,0,0,9,29.03,3,37.5,3,60,2,1,83.75,12,30.77,239,4,9,9,20,0,0,0,0,0,0,0,0,0,0,24,0,67,1,0,0,5,83.33,2,1,2,2,17,8,6,29.41,1,4,,0,0,0,Michy Batshuayi,Chelsea,147745,38,FW,,,
0,0,0,1,33.33,2,66.67,1,100,0,0,50,3,50,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,,0,0,0,Rickie Lambert,West Bromwich Albion,19659,8,FW,,,
6,1,0,57,50.44,21,27.27,13,54.17,17,3,79.12,78,41.05,1440,27,14,22,25,0,0,0,0,0,0,0,0,0,0,127,3,341,15,1,14.29,8,42.11,10,10,11,4,34,13,7,17.65,2,5,,0,0,0,André Ayew,West Ham United,27035,37,FW,,,
3,4,0,180,49.18,3,18.75,68,62.96,77,4,75.18,183,47.91,2526,35,18,78,36,0,0,0,0,0,0,0,0,0,0,242,8,515,52,59,25,15,28.3,43,19,55,2,56,13,22,5.36,1,3,,0,0,1,Andros Townsend,Crystal Palace,47992,7,FW,,,
5,0,0,20,32.79,40,48.19,6,54.55,6,2,67.09,60,41.67,881,8,15,16,24,0,0,0,0,0,0,0,0,0,0,65,0,157,7,0,0,4,66.67,2,15,7,4,33,15,8,15.15,0,9,,0,0,0,Jay Rodriguez,Southampton,26989,45,FW,,,
2,1,0,13,34.21,16,50,4,100,4,0,72.45,29,41.43,411,5,12,8,8,0,0,0,0,0,0,0,0,0,0,26,0,71,0,2,33.33,2,33.33,2,10,6,1,10,5,0,20,0,1,,0,1,0,Connor Wickham,Crystal Palace,50485,7,FW,,,
6,9,1,125,43.86,13,28.89,62,56.88,32,5,75.38,138,41.82,2724,31,41,43,32,0,0,0,0,0,0,0,0,0,0,261,8,649,51,28,25.45,20,47.62,25,20,35,12,60,19,17,10,2,32,,0,0,1,Marko Arnautović,Stoke City,21927,29,FW,,,
0,0,0,4,36.36,2,100,0,0,2,0,70,6,46.15,68,3,1,1,2,0,0,0,0,0,0,0,0,0,0,11,0,14,2,1,50,2,100,2,0,3,0,3,0,3,0,0,0,,0,0,0,Jeremain Lens,Sunderland,18115,41,FW,,,
7,7,0,157,42.55,12,30.77,79,56.43,24,6,80.37,169,41.42,2515,54,36,86,33,0,0,0,0,0,0,0,0,0,0,402,6,831,46,7,8.33,9,32.14,16,3,33,4,64,22,22,10.94,3,16,,0,1,0,Raheem Sterling,Manchester City,138534,17,FW,,,
4,0,0,20,27.4,22,30.56,2,20,8,3,72.22,42,28.97,1428,11,19,18,24,0,0,0,0,0,0,0,0,0,0,60,1,182,13,0,0,1,50,3,3,12,2,39,18,6,10.26,0,11,,0,0,0,Abel Hernández,Hull City,48547,96,FW,,,
1,5,0,133,48.01,10,43.48,73,61.34,38,0,76.77,143,47.67,1101,22,25,54,24,0,0,0,0,0,0,0,0,0,0,186,3,390,24,5,14.71,17,54.84,5,3,20,0,25,7,8,4,0,1,,0,1,1,Sofiane Boufal,Southampton,257205,45,FW,,,
4,0,0,16,30.19,5,16.67,8,57.14,6,3,76.56,21,25.3,527,2,8,20,20,0,0,0,0,0,0,0,0,0,0,64,3,147,13,0,0,4,66.67,0,2,3,3,22,7,11,18.18,0,6,,0,0,0,Kelechi Iheanacho,Manchester City,359642,17,FW,,,
4,1,0,37,44.05,66,49.62,8,53.33,8,2,57.1,103,47.47,1296,23,13,24,23,0,0,0,0,0,0,0,0,0,0,82,1,189,12,6,16.67,5,50,4,26,4,4,25,12,4,16,1,12,,0,0,0,Jonathan Walters,Stoke City,19524,29,FW,,,
2,0,0,45,38.46,3,17.65,5,41.67,15,2,79.56,48,35.82,832,25,31,31,27,0,0,0,0,0,0,0,0,0,0,102,2,179,16,1,10,5,71.43,2,2,4,5,30,14,5,6.67,1,8,,0,0,0,Vincent Janssen,Tottenham Hotspur,339901,33,FW,,,
3,2,0,53,51.46,45,41.28,6,40,12,1,69.93,98,46.23,1248,37,28,13,32,0,0,0,0,0,0,0,0,0,0,85,2,214,14,3,12.5,2,40,5,14,5,7,41,15,6,7.32,1,12,,0,0,0,Shane Long,Southampton,10486,45,FW,,,
8,2,0,104,35.74,107,33.13,27,48.21,18,2,66.2,211,34.36,2895,59,41,106,38,0,0,0,0,0,0,0,0,0,0,205,4,478,26,1,11.11,21,56.76,7,41,17,8,94,26,28,8.51,2,29,,1,0,0,Salomón Rondón,West Bromwich Albion,35532,8,FW,,,
1,3,0,71,51.45,81,53.64,15,50,35,2,64.19,152,52.6,1382,23,28,19,27,0,0,0,0,0,0,0,0,0,0,94,3,233,10,6,23.08,11,42.31,18,37,12,3,20,4,8,5,0,10,,0,1,0,Mame Biram Diouf,Stoke City,22481,29,FW,,,
2,0,0,20,43.48,17,54.84,3,30,8,2,83.85,37,48.05,746,9,7,13,16,0,0,0,0,0,0,0,0,0,0,79,2,161,5,0,0,2,100,6,10,2,5,19,8,3,10.53,1,2,,0,0,0,Danny Welbeck,Arsenal,33902,42,FW,,,
9,2,0,49,30.25,4,12.9,23,44.23,10,3,71.97,53,27.46,2267,16,17,58,32,0,0,0,0,0,0,0,0,0,0,115,2,267,20,6,23.08,5,50,4,1,9,6,47,19,10,19.15,0,35,,0,0,0,Andre Gray,Burnley,73951,6,FW,,,
7,0,0,60,37.97,31,25.83,19,35.85,11,3,76.21,91,32.73,1459,31,22,41,34,0,0,0,0,0,0,0,0,0,0,142,2,298,16,5,16.13,12,85.71,3,2,5,4,38,15,7,18.42,2,13,,0,0,0,Divock Origi,Liverpool,190399,44,FW,,,
3,1,0,86,46.24,26,23.01,13,54.17,30,1,74.89,112,37.46,1572,45,28,29,30,0,0,0,0,0,0,0,0,0,0,116,1,328,14,1,25,12,66.67,12,5,34,2,29,9,8,10.34,1,4,,0,0,0,Shinji Okazaki,Leicester City,19303,31,FW,,,
4,4,0,73,43.45,47,54.65,12,46.15,35,0,67.89,120,47.24,1361,29,21,36,23,0,0,0,0,0,0,0,0,0,0,69,1,260,7,4,16,11,44,10,15,25,2,21,10,4,19.05,1,4,,0,0,0,Cristhian Stuani,Middlesbrough,32048,36,FW,,,
3,1,0,50,40.65,18,25.71,19,51.35,16,1,79.82,68,35.23,921,17,26,18,24,0,0,0,0,0,0,0,0,0,0,100,1,182,7,1,4.35,11,68.75,11,12,18,3,31,12,11,9.68,0,6,,0,0,0,Enner Valencia,Everton,106456,48,FW,,,
3,1,0,26,45.61,1,25,8,47.06,8,0,83.51,27,44.26,475,10,4,7,9,0,0,0,0,0,0,0,0,0,0,60,0,157,5,3,12,10,62.5,3,5,11,1,10,4,1,30,1,0,,0,0,1,Bojan Krkić,Stoke City,25929,29,FW,,,
1,1,0,56,41.18,7,15.91,21,52.5,14,3,83.75,63,35,863,22,18,34,14,0,0,0,0,0,0,0,0,0,0,81,2,201,6,5,26.32,4,80,7,5,11,0,12,6,2,8.33,1,6,,0,0,0,Jordan Ayew,Swansea City,103045,74,FW,,,
0,0,0,30,44.12,39,39,8,88.89,3,1,67.44,69,41.07,763,23,14,23,12,0,0,0,0,0,0,0,0,0,0,56,0,116,8,1,33.33,3,75,1,5,2,2,14,4,3,0,1,12,,0,0,0,Dieumerci Mbokani,Hull City,17801,96,FW,,,
0,0,0,2,50,2,40,1,100,0,0,25,4,44.44,23,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,,0,0,0,Daniel Agyei,Burnley,793227,6,FW,,,
1,2,0,61,54.95,5,38.46,21,52.5,16,1,70.23,66,53.23,505,24,12,15,19,0,0,0,0,0,0,0,0,0,0,27,0,92,5,4,30.77,4,36.36,7,9,5,3,14,7,4,7.14,0,1,,0,0,0,Isaac Success,Watford,359640,24,FW,,,
2,5,0,79,43.65,27,44.26,18,58.06,20,0,74.16,106,43.8,1740,42,27,41,24,0,0,0,0,0,0,0,0,0,0,116,0,373,15,3,8.11,24,44.44,23,27,22,2,33,14,10,6.06,0,0,,0,0,0,Fabio Borini,Sunderland,89510,41,FW,,,
0,2,0,14,37.84,20,48.78,3,60,5,0,69.52,34,43.59,460,6,11,6,8,0,0,0,0,0,0,0,0,0,0,26,0,73,8,1,25,2,100,3,2,4,0,16,2,7,0,0,5,,0,0,0,Simone Zaza,West Ham United,48077,37,FW,,,
6,1,0,30,34.48,40,38.1,8,50,9,3,78.79,70,36.46,1454,13,21,21,31,0,0,0,0,0,0,0,0,0,0,109,2,234,23,1,50,3,100,5,19,11,13,39,18,6,15.38,2,14,,0,0,0,Benik Afobe,Bournemouth,98437,60,FW,,,
0,0,0,6,50,2,100,5,62.5,0,0,80,8,57.14,131,1,2,1,5,0,0,0,0,0,0,0,0,0,0,20,0,36,2,0,0,0,0,0,0,0,0,6,3,1,0,0,1,,0,0,0,Loïc Rémy,Crystal Palace,16674,7,FW,,,
1,0,0,6,35.29,2,50,1,33.33,3,0,76.72,8,38.1,265,2,2,4,11,0,0,0,0,0,0,0,0,0,0,51,0,89,7,1,11.11,2,100,2,1,3,1,9,4,4,11.11,1,0,,0,0,0,Lucas Pérez,Arsenal,107128,42,FW,,,
0,1,0,29,44.62,0,0,20,64.52,6,0,71.95,29,42.03,457,3,2,8,11,0,0,0,0,0,0,0,0,0,0,49,0,118,11,6,16.22,5,71.43,4,0,15,1,7,3,2,0,1,10,,0,0,1,Gerard Deulofeu,Everton,96372,48,FW,,,
1,1,0,39,41.05,16,26.23,14,48.28,10,1,76.69,55,35.26,1291,15,17,23,18,0,0,0,0,0,0,0,0,0,0,81,0,227,11,0,0,4,50,3,3,5,4,37,10,11,2.7,0,9,,0,0,0,Odion Ighalo,Watford,29774,24,FW,,,
2,2,0,72,40.91,15,23.44,31,39.24,11,2,80.99,87,36.25,1254,31,24,18,16,0,0,0,0,0,0,0,0,0,0,108,4,328,9,7,18.92,17,73.91,11,9,16,0,32,13,9,6.25,0,5,,0,0,0,M'Baye Niang,Watford,139228,24,FW,,,
6,0,0,40,30.77,5,15.15,8,28.57,6,0,72.77,45,27.61,1363,26,30,39,20,0,0,0,0,0,0,0,0,0,0,69,0,139,9,1,11.11,1,25,5,1,5,2,31,12,7,19.35,2,18,,0,0,1,Callum Wilson,Bournemouth,113956,60,FW,,,
0,0,0,6,46.15,4,19.05,2,66.67,1,0,61.9,10,29.41,208,3,3,0,6,0,0,0,0,0,0,0,0,0,0,8,0,26,2,0,0,0,0,0,2,3,1,6,4,0,0,0,2,,0,0,0,Jordan Rhodes,Middlesbrough,32020,36,FW,,,
1,0,0,6,30,7,36.84,2,50,1,0,68.75,13,33.33,181,3,3,8,4,0,0,0,0,0,0,0,0,0,0,9,0,22,1,1,50,0,0,0,4,1,0,3,1,1,33.33,0,6,,0,0,0,Diafra Sakho,West Ham United,74069,37,FW,,,
0,0,0,7,38.89,6,66.67,1,20,3,0,82.69,13,48.15,322,4,4,3,4,0,0,0,0,0,0,0,0,0,0,25,0,129,2,0,0,7,43.75,6,17,1,0,2,0,2,0,0,0,,0,0,0,Emilio Nsue,Middlesbrough,30744,36,FW,,,
2,1,0,40,42.55,10,24.39,14,38.89,13,0,68.22,50,37.04,753,13,13,13,21,0,0,0,0,0,0,0,0,0,0,63,2,146,7,5,19.23,5,35.71,9,2,7,1,17,6,4,11.76,0,1,,0,0,0,Ahmed Musa,Leicester City,139502,31,FW,,,
2,1,0,62,40,35,47.3,22,73.33,24,0,78.44,97,42.36,1169,16,19,44,22,0,0,0,0,0,0,0,0,0,0,94,0,251,13,1,25,6,100,7,7,25,2,23,6,3,8.7,0,10,,0,1,0,Adama Diomandé,Hull City,43247,96,FW,,,
3,3,0,35,33.98,19,33.93,8,44.44,5,2,77.71,54,33.96,683,24,28,23,29,0,0,0,0,0,0,0,0,0,0,59,1,129,9,2,16.67,2,33.33,4,8,8,2,16,6,5,18.75,0,5,,0,0,0,Hal Robson-Kanu,West Bromwich Albion,33427,8,FW,,,
0,0,0,6,50,0,0,3,75,2,0,100,6,46.15,44,1,0,3,5,0,0,0,0,0,0,0,0,0,0,7,0,11,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,,0,0,0,Julien Ngoy,Stoke City,848680,29,FW,,,
1,0,0,7,43.75,3,27.27,1,50,3,0,78.26,10,37.04,154,3,2,4,12,0,0,0,0,0,0,0,0,0,0,15,0,36,1,1,100,1,100,0,2,2,0,4,1,2,25,0,0,,0,0,0,Fraizer Campbell,Crystal Palace,27771,7,FW,,,
0,1,0,25,35.71,4,12.12,10,90.91,9,0,79.76,29,28.16,966,6,20,16,17,0,0,0,0,0,0,0,0,0,0,52,2,134,5,0,0,3,37.5,1,2,9,4,19,9,4,0,0,8,,0,0,0,Saido Berahino,Stoke City,111962,29,FW,,,
0,0,0,2,33.33,1,50,2,50,0,0,93.75,3,37.5,72,0,0,1,6,0,0,0,0,0,0,0,0,0,0,12,0,30,1,0,0,1,100,0,0,1,0,3,2,0,0,0,0,,0,0,0,Arouna Koné,Everton,12790,48,FW,,,
0,0,0,12,38.71,2,66.67,5,55.56,0,0,89.55,14,41.18,206,7,1,9,3,0,0,0,0,0,0,0,0,0,0,20,0,60,4,1,20,1,100,1,0,5,0,8,3,4,0,0,0,,0,0,0,Mauro Zárate,Watford,32893,24,FW,,,
0,0,0,1,20,3,23.08,0,0,1,0,78.79,4,22.22,77,0,1,2,5,0,0,0,0,0,0,0,0,0,0,10,0,26,2,1,100,1,50,0,0,2,0,2,1,0,0,0,0,,0,0,0,Oliver McBurnie,Swansea City,367228,74,FW,,,
1,1,0,22,50,4,33.33,2,33.33,9,0,70.37,26,46.43,315,11,12,4,14,0,0,0,0,0,0,0,0,0,0,22,0,57,1,0,0,1,20,4,3,6,1,7,3,3,14.29,0,2,,0,0,0,Patrick Bamford,Middlesbrough,204336,36,FW,,,
1,0,0,19,28.36,48,42.48,3,33.33,11,0,69.1,67,37.22,435,5,20,16,16,0,0,0,0,0,0,0,0,0,0,61,0,161,2,0,0,2,33.33,3,8,10,2,11,5,2,9.09,0,4,,0,0,0,Leonardo Ulloa,Leicester City,52691,31,FW,,,
0,0,0,1,14.29,0,0,0,0,1,1,73.68,1,14.29,57,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,14,1,0,0,1,50,0,0,1,0,1,1,0,0,0,0,,0,0,0,Lewis Grabban,Bournemouth,11803,60,FW,,,
0,2,0,11,33.33,12,30.77,3,37.5,3,0,81.32,23,31.94,354,5,9,7,16,0,0,0,0,0,0,0,0,0,0,31,0,74,4,2,33.33,1,100,0,3,3,1,9,5,0,0,0,1,,0,0,0,Ashley Fletcher,West Ham United,353224,37,FW,,,
0,0,0,13,61.9,3,60,2,40,6,0,69.05,16,61.54,136,5,2,2,7,0,0,0,0,0,0,0,0,0,0,12,0,29,1,4,25,2,33.33,0,0,1,0,4,1,2,0,0,1,,0,0,0,Bakary Sako,Crystal Palace,51455,7,FW,,,
0,0,0,4,30.77,0,0,0,0,1,0,79.17,4,22.22,114,3,4,3,5,0,0,0,0,0,0,0,0,0,0,4,0,19,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,,0,0,0,Jerome Sinclair,Watford,284455,24,FW,,,
1,6,0,39,36.45,4,30.77,13,48.15,10,0,76.97,43,35.83,838,16,20,23,21,0,0,0,0,0,0,0,0,0,0,110,2,244,21,14,20.9,29,64.44,8,2,14,1,23,10,5,4.35,0,7,,0,0,0,Wahbi Khazri,Sunderland,51640,41,FW,,,
1,1,0,14,32.56,17,73.91,0,0,7,0,66.67,31,46.97,345,7,4,14,11,0,0,0,0,0,0,0,0,0,0,20,0,58,0,0,0,2,66.67,5,7,3,1,7,1,1,14.29,1,1,,0,0,0,Dominic Calvert-Lewin,Everton,372344,48,FW,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Joel Asoro,Sunderland,825901,41,FW,,,
0,0,0,0,0,0,0,0,0,0,0,100,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Michael Folivi,Watford,865048,24,FW,,,
0,0,0,0,0,1,25,0,0,0,0,71.43,1,20,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,Lukas Jutkiewicz,Burnley,20220,6,FW,,,
0,1,0,1,20,0,0,0,0,1,0,71.43,1,16.67,20,0,1,2,4,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,Memphis Depay,Manchester United,138833,35,FW,,,
0,0,0,13,37.14,7,50,4,66.67,4,0,68.25,20,40.82,265,5,6,13,11,0,0,0,0,0,0,0,0,0,0,23,0,43,4,0,0,1,100,0,5,1,2,10,3,3,0,0,1,,0,0,1,Lys Mousset,Bournemouth,377108,60,FW,,,
